,real_value,validation_predictions,abs_diff,precision_up_to_0_degrees,precision_up_to_1_degrees,precision_up_to_2_degrees,precision_up_to_3_degrees
5949,26.0,26.00000000000003,0.0,1,1,1,1
5950,24.0,24.000000000000043,0.0,1,1,1,1
5951,24.0,24.000000000000064,0.0,1,1,1,1
5952,24.0,24.0000000000001,0.0,1,1,1,1
5953,23.0,23.000000000000078,0.0,1,1,1,1
5954,22.0,22.000000000000085,0.0,1,1,1,1
5955,22.0,22.000000000000092,0.0,1,1,1,1
5956,22.0,22.000000000000114,0.0,1,1,1,1
5957,24.0,24.000000000000114,0.0,1,1,1,1
5958,24.0,24.000000000000092,0.0,1,1,1,1
5959,24.0,24.000000000000114,0.0,1,1,1,1
5960,24.0,24.000000000000078,0.0,1,1,1,1
5961,23.0,23.00000000000002,0.0,1,1,1,1
5962,23.0,23.000000000000092,0.0,1,1,1,1
5963,21.0,21.000000000000043,0.0,1,1,1,1
5964,21.0,21.000000000000092,0.0,1,1,1,1
5965,21.0,21.00000000000007,0.0,1,1,1,1
5966,22.0,22.000000000000135,0.0,1,1,1,1
5967,19.0,19.00000000000012,0.0,1,1,1,1
5968,19.0,19.000000000000078,0.0,1,1,1,1
5969,21.0,21.000000000000085,0.0,1,1,1,1
5970,22.0,22.000000000000078,0.0,1,1,1,1
5971,22.0,22.00000000000003,0.0,1,1,1,1
5972,22.0,22.000000000000057,0.0,1,1,1,1
5973,22.0,22.00000000000005,0.0,1,1,1,1
5974,21.0,21.000000000000036,0.0,1,1,1,1
5975,22.0,22.000000000000043,0.0,1,1,1,1
5976,22.0,22.00000000000003,0.0,1,1,1,1
5977,24.0,24.0000000000001,0.0,1,1,1,1
5978,22.0,22.00000000000007,0.0,1,1,1,1
5979,23.0,23.000000000000043,0.0,1,1,1,1
5980,23.0,23.000000000000057,0.0,1,1,1,1
5981,22.0,22.000000000000092,0.0,1,1,1,1
5982,22.0,22.0000000000001,0.0,1,1,1,1
5983,23.0,23.000000000000036,0.0,1,1,1,1
5984,20.0,20.000000000000078,0.0,1,1,1,1
5985,19.0,19.000000000000036,0.0,1,1,1,1
5986,19.0,19.00000000000007,0.0,1,1,1,1
5987,22.0,22.000000000000135,0.0,1,1,1,1
5988,21.0,21.000000000000107,0.0,1,1,1,1
5989,21.0,21.000000000000142,0.0,1,1,1,1
5990,21.0,21.0000000000001,0.0,1,1,1,1
5991,18.0,18.0000000000001,0.0,1,1,1,1
5992,18.0,18.000000000000085,0.0,1,1,1,1
5993,18.0,18.000000000000092,0.0,1,1,1,1
5994,17.0,17.00000000000012,0.0,1,1,1,1
5995,18.0,18.000000000000064,0.0,1,1,1,1
5996,18.0,18.00000000000002,0.0,1,1,1,1
5997,17.0,17.000000000000092,0.0,1,1,1,1
5998,14.0,14.000000000000073,0.0,1,1,1,1
5999,13.0,12.99999999999999,0.0,1,1,1,1
6000,15.0,15.000000000000053,0.0,1,1,1,1
6001,17.0,17.00000000000002,0.0,1,1,1,1
6002,18.0,18.000000000000114,0.0,1,1,1,1
6003,19.0,19.0000000000001,0.0,1,1,1,1
6004,18.0,18.000000000000114,0.0,1,1,1,1
6005,18.0,18.000000000000128,0.0,1,1,1,1
6006,18.0,18.000000000000057,0.0,1,1,1,1
6007,16.0,16.00000000000003,0.0,1,1,1,1
6008,13.0,13.000000000000075,0.0,1,1,1,1
6009,17.0,17.00000000000007,0.0,1,1,1,1
6010,16.0,16.0000000000001,0.0,1,1,1,1
6011,16.0,16.0000000000001,0.0,1,1,1,1
6012,17.0,17.0000000000001,0.0,1,1,1,1
6013,14.0,14.0000000000001,0.0,1,1,1,1
6014,14.0,14.000000000000098,0.0,1,1,1,1
6015,11.0,11.00000000000011,0.0,1,1,1,1
6016,10.0,10.000000000000052,0.0,1,1,1,1
6017,10.0,10.000000000000018,0.0,1,1,1,1
6018,10.0,10.000000000000052,0.0,1,1,1,1
6019,12.0,12.00000000000006,0.0,1,1,1,1
6020,12.0,12.00000000000005,0.0,1,1,1,1
6021,12.0,11.99999999999999,0.0,1,1,1,1
6022,18.0,18.000000000000043,0.0,1,1,1,1
6023,16.0,16.000000000000128,0.0,1,1,1,1
6024,14.0,14.000000000000115,0.0,1,1,1,1
6025,12.0,12.000000000000052,0.0,1,1,1,1
6026,11.0,11.000000000000057,0.0,1,1,1,1
6027,13.0,13.000000000000068,0.0,1,1,1,1
6028,13.0,13.00000000000007,0.0,1,1,1,1
6029,14.0,14.000000000000087,0.0,1,1,1,1
6030,15.0,15.000000000000066,0.0,1,1,1,1
6031,12.0,12.000000000000009,0.0,1,1,1,1
6032,8.0,8.000000000000009,0.0,1,1,1,1
6033,4.0,4.000000000000002,0.0,1,1,1,1
6034,4.0,3.999999999999928,0.0,1,1,1,1
6035,7.0,6.9999999999999885,0.0,1,1,1,1
6036,8.0,8.000000000000032,0.0,1,1,1,1
6037,7.0,7.000000000000078,0.0,1,1,1,1
6038,4.0,4.000000000000035,0.0,1,1,1,1
6039,8.0,8.000000000000005,0.0,1,1,1,1
6040,6.0,6.000000000000008,0.0,1,1,1,1
6041,7.0,6.999999999999993,0.0,1,1,1,1
6042,7.0,6.9999999999999964,0.0,1,1,1,1
6043,4.0,4.0000000000000115,0.0,1,1,1,1
6044,6.0,5.999999999999994,0.0,1,1,1,1
6045,6.0,5.999999999999968,0.0,1,1,1,1
6046,3.0,2.999999999999941,0.0,1,1,1,1
6047,3.0,2.999999999999982,0.0,1,1,1,1
6048,6.0,6.000000000000002,0.0,1,1,1,1
6049,3.0,3.0000000000000115,0.0,1,1,1,1
6050,6.0,6.0000000000000036,0.0,1,1,1,1
6051,8.0,7.9999999999999964,0.0,1,1,1,1
6052,7.0,7.00000000000001,0.0,1,1,1,1
6053,6.0,6.000000000000004,0.0,1,1,1,1
6054,6.0,6.000000000000017,0.0,1,1,1,1
6055,4.0,4.000000000000039,0.0,1,1,1,1
6056,3.0,3.000000000000002,0.0,1,1,1,1
6057,4.0,3.9999999999999547,0.0,1,1,1,1
6058,4.0,4.0,0.0,1,1,1,1
6059,3.0,3.000000000000018,0.0,1,1,1,1
6060,4.0,4.000000000000004,0.0,1,1,1,1
6061,7.0,6.999999999999962,0.0,1,1,1,1
6062,7.0,7.000000000000025,0.0,1,1,1,1
6063,7.0,7.000000000000028,0.0,1,1,1,1
6064,5.0,5.000000000000056,0.0,1,1,1,1
6065,6.0,6.000000000000029,0.0,1,1,1,1
6066,8.0,7.999999999999966,0.0,1,1,1,1
6067,6.0,6.0000000000000036,0.0,1,1,1,1
6068,2.0,2.0000000000000133,0.0,1,1,1,1
6069,4.0,4.000000000000066,0.0,1,1,1,1
6070,4.0,4.000000000000018,0.0,1,1,1,1
6071,8.0,7.999999999999982,0.0,1,1,1,1
6072,7.0,7.000000000000002,0.0,1,1,1,1
6073,7.0,7.000000000000005,0.0,1,1,1,1
6074,10.0,10.000000000000002,0.0,1,1,1,1
6075,8.0,8.000000000000048,0.0,1,1,1,1
6076,4.0,3.9999999999999796,0.0,1,1,1,1
6077,2.0,2.000000000000029,0.0,1,1,1,1
6078,5.0,4.999999999999974,0.0,1,1,1,1
6079,8.0,7.9999999999999645,0.0,1,1,1,1
6080,11.0,10.999999999999988,0.0,1,1,1,1
6081,12.0,12.000000000000059,0.0,1,1,1,1
6082,8.0,8.000000000000076,0.0,1,1,1,1
6083,6.0,6.00000000000005,0.0,1,1,1,1
6084,9.0,9.00000000000003,0.0,1,1,1,1
6085,11.0,11.000000000000052,0.0,1,1,1,1
6086,9.0,9.000000000000071,0.0,1,1,1,1
6087,8.0,8.00000000000006,0.0,1,1,1,1
6088,8.0,8.00000000000005,0.0,1,1,1,1
6089,9.0,9.000000000000059,0.0,1,1,1,1
6090,5.0,5.000000000000005,0.0,1,1,1,1
6091,9.0,8.999999999999963,0.0,1,1,1,1
6092,9.0,9.000000000000032,0.0,1,1,1,1
6093,8.0,8.000000000000034,0.0,1,1,1,1
6094,8.0,8.000000000000044,0.0,1,1,1,1
6095,6.0,5.999999999999996,0.0,1,1,1,1
6096,8.0,8.000000000000018,0.0,1,1,1,1
6097,6.0,6.0000000000000515,0.0,1,1,1,1
6098,7.0,6.999999999999999,0.0,1,1,1,1
6099,4.0,4.000000000000026,0.0,1,1,1,1
6100,9.0,9.000000000000043,0.0,1,1,1,1
6101,8.0,8.000000000000025,0.0,1,1,1,1
6102,7.0,7.000000000000051,0.0,1,1,1,1
6103,12.0,12.000000000000053,0.0,1,1,1,1
6104,10.0,10.000000000000025,0.0,1,1,1,1
6105,9.0,9.000000000000057,0.0,1,1,1,1
6106,7.0,6.999999999999997,0.0,1,1,1,1
6107,7.0,7.000000000000004,0.0,1,1,1,1
6108,6.0,5.9999999999999805,0.0,1,1,1,1
6109,9.0,9.000000000000002,0.0,1,1,1,1
6110,9.0,9.000000000000014,0.0,1,1,1,1
6111,4.0,3.9999999999999805,0.0,1,1,1,1
6112,3.0,2.9999999999999916,0.0,1,1,1,1
6113,4.0,3.999999999999978,0.0,1,1,1,1
6114,10.0,9.999999999999954,0.0,1,1,1,1
6115,12.0,12.000000000000027,0.0,1,1,1,1
6116,8.0,8.000000000000044,0.0,1,1,1,1
6117,9.0,9.000000000000039,0.0,1,1,1,1
6118,4.0,4.000000000000007,0.0,1,1,1,1
6119,7.0,7.00000000000001,0.0,1,1,1,1
6120,3.0,3.0000000000000067,0.0,1,1,1,1
6121,6.0,6.000000000000043,0.0,1,1,1,1
6122,11.0,11.000000000000023,0.0,1,1,1,1
6123,13.0,13.00000000000008,0.0,1,1,1,1
6124,8.0,8.000000000000071,0.0,1,1,1,1
6125,7.0,7.000000000000037,0.0,1,1,1,1
6126,4.0,4.000000000000032,0.0,1,1,1,1
6127,8.0,8.000000000000028,0.0,1,1,1,1
6128,7.0,7.00000000000004,0.0,1,1,1,1
6129,7.0,6.999999999999999,0.0,1,1,1,1
6130,9.0,9.000000000000021,0.0,1,1,1,1
6131,6.0,6.0000000000000036,0.0,1,1,1,1
6132,8.0,8.000000000000039,0.0,1,1,1,1
6133,7.0,7.000000000000024,0.0,1,1,1,1
6134,7.0,7.0000000000000115,0.0,1,1,1,1
6135,9.0,9.000000000000039,0.0,1,1,1,1
6136,8.0,8.000000000000027,0.0,1,1,1,1
6137,9.0,9.000000000000034,0.0,1,1,1,1
6138,10.0,10.000000000000016,0.0,1,1,1,1
6139,13.0,13.000000000000027,0.0,1,1,1,1
6140,9.0,9.00000000000006,0.0,1,1,1,1
6141,9.0,9.000000000000016,0.0,1,1,1,1
6142,11.0,11.000000000000037,0.0,1,1,1,1
6143,12.0,12.000000000000025,0.0,1,1,1,1
6144,11.0,11.00000000000007,0.0,1,1,1,1
6145,11.0,11.000000000000048,0.0,1,1,1,1
6146,10.0,10.000000000000018,0.0,1,1,1,1
6147,10.0,10.00000000000003,0.0,1,1,1,1
6148,12.0,12.000000000000037,0.0,1,1,1,1
6149,10.0,10.000000000000012,0.0,1,1,1,1
6150,8.0,7.9999999999999964,0.0,1,1,1,1
6151,9.0,8.999999999999996,0.0,1,1,1,1
6152,11.0,11.000000000000012,0.0,1,1,1,1
6153,13.0,13.000000000000068,0.0,1,1,1,1
6154,14.0,14.000000000000062,0.0,1,1,1,1
6155,14.0,14.00000000000004,0.0,1,1,1,1
6156,16.0,16.000000000000036,0.0,1,1,1,1
6157,14.0,14.000000000000034,0.0,1,1,1,1
6158,14.0,14.000000000000046,0.0,1,1,1,1
6159,13.0,13.000000000000027,0.0,1,1,1,1
6160,9.0,9.000000000000009,0.0,1,1,1,1
6161,7.0,7.000000000000004,0.0,1,1,1,1
6162,10.0,9.999999999999975,0.0,1,1,1,1
6163,9.0,8.999999999999995,0.0,1,1,1,1
6164,6.0,6.00000000000002,0.0,1,1,1,1
6165,9.0,9.000000000000018,0.0,1,1,1,1
6166,10.0,10.000000000000048,0.0,1,1,1,1
6167,11.0,11.000000000000023,0.0,1,1,1,1
6168,11.0,11.00000000000003,0.0,1,1,1,1
6169,14.0,14.000000000000064,0.0,1,1,1,1
6170,11.0,11.000000000000098,0.0,1,1,1,1
6171,12.0,12.000000000000068,0.0,1,1,1,1
6172,12.0,12.000000000000046,0.0,1,1,1,1
6173,16.0,16.00000000000007,0.0,1,1,1,1
6174,16.0,16.00000000000007,0.0,1,1,1,1
6175,17.0,17.000000000000057,0.0,1,1,1,1
6176,17.0,17.000000000000092,0.0,1,1,1,1
6177,18.0,18.000000000000092,0.0,1,1,1,1
6178,19.0,19.00000000000007,0.0,1,1,1,1
6179,18.0,18.00000000000007,0.0,1,1,1,1
6180,19.0,19.000000000000057,0.0,1,1,1,1
6181,17.0,17.000000000000043,0.0,1,1,1,1
6182,18.0,18.000000000000036,0.0,1,1,1,1
6183,20.0,20.00000000000007,0.0,1,1,1,1
6184,18.0,18.000000000000057,0.0,1,1,1,1
6185,20.0,20.000000000000036,0.0,1,1,1,1
6186,18.0,18.00000000000007,0.0,1,1,1,1
6187,17.0,17.000000000000036,0.0,1,1,1,1
6188,14.0,14.000000000000012,0.0,1,1,1,1
6189,12.0,11.999999999999995,0.0,1,1,1,1
6190,13.0,13.0,0.0,1,1,1,1
6191,13.0,13.000000000000043,0.0,1,1,1,1
6192,13.0,13.00000000000008,0.0,1,1,1,1
6193,12.0,12.000000000000064,0.0,1,1,1,1
6194,14.0,14.000000000000027,0.0,1,1,1,1
6195,14.0,14.00000000000008,0.0,1,1,1,1
6196,18.0,18.000000000000057,0.0,1,1,1,1
6197,17.0,17.00000000000005,0.0,1,1,1,1
6198,17.0,17.000000000000036,0.0,1,1,1,1
6199,18.0,18.000000000000043,0.0,1,1,1,1
6200,17.0,17.00000000000005,0.0,1,1,1,1
6201,15.0,15.00000000000002,0.0,1,1,1,1
6202,16.0,16.000000000000064,0.0,1,1,1,1
6203,18.0,18.000000000000036,0.0,1,1,1,1
6204,20.0,20.000000000000057,0.0,1,1,1,1
6205,21.0,21.000000000000078,0.0,1,1,1,1
6206,21.0,21.000000000000036,0.0,1,1,1,1
6207,22.0,22.000000000000036,0.0,1,1,1,1
6208,23.0,23.000000000000064,0.0,1,1,1,1
6209,22.0,22.000000000000092,0.0,1,1,1,1
6210,20.0,20.000000000000057,0.0,1,1,1,1
6211,17.0,17.000000000000036,0.0,1,1,1,1
6212,17.0,17.00000000000003,0.0,1,1,1,1
6213,19.0,19.00000000000002,0.0,1,1,1,1
6214,19.0,19.000000000000036,0.0,1,1,1,1
6215,18.0,18.00000000000003,0.0,1,1,1,1
6216,18.0,18.000000000000014,0.0,1,1,1,1
6217,19.0,18.99999999999998,0.0,1,1,1,1
6218,16.0,16.00000000000003,0.0,1,1,1,1
6219,14.0,14.000000000000007,0.0,1,1,1,1
6220,13.0,13.000000000000016,0.0,1,1,1,1
6221,16.0,16.000000000000043,0.0,1,1,1,1
6222,17.0,17.00000000000007,0.0,1,1,1,1
6223,17.0,17.00000000000007,0.0,1,1,1,1
6224,16.0,16.000000000000057,0.0,1,1,1,1
6225,19.0,19.000000000000036,0.0,1,1,1,1
6226,18.0,18.00000000000003,0.0,1,1,1,1
6227,17.0,17.00000000000002,0.0,1,1,1,1
6228,20.0,20.00000000000005,0.0,1,1,1,1
6229,16.0,16.00000000000005,0.0,1,1,1,1
6230,19.0,19.00000000000002,0.0,1,1,1,1
6231,19.0,19.000000000000057,0.0,1,1,1,1
6232,21.0,21.000000000000064,0.0,1,1,1,1
6233,22.0,22.00000000000005,0.0,1,1,1,1
6234,21.0,21.00000000000005,0.0,1,1,1,1
6235,22.0,22.000000000000043,0.0,1,1,1,1
6236,22.0,22.000000000000036,0.0,1,1,1,1
6237,21.0,21.000000000000007,0.0,1,1,1,1
6238,23.0,23.00000000000005,0.0,1,1,1,1
6239,21.0,21.000000000000064,0.0,1,1,1,1
6240,24.0,24.000000000000014,0.0,1,1,1,1
6241,24.0,24.00000000000007,0.0,1,1,1,1
6242,26.0,26.0000000000001,0.0,1,1,1,1
6243,27.0,27.000000000000142,0.0,1,1,1,1
6244,21.0,21.000000000000107,0.0,1,1,1,1
6245,19.0,19.000000000000057,0.0,1,1,1,1
6246,21.0,21.00000000000002,0.0,1,1,1,1
6247,23.0,23.00000000000005,0.0,1,1,1,1
6248,26.0,26.000000000000078,0.0,1,1,1,1
6249,24.0,24.000000000000085,0.0,1,1,1,1
6250,24.0,24.000000000000064,0.0,1,1,1,1
6251,21.0,21.000000000000085,0.0,1,1,1,1
6252,23.0,23.000000000000057,0.0,1,1,1,1
6253,19.0,19.00000000000003,0.0,1,1,1,1
6254,22.0,22.000000000000007,0.0,1,1,1,1
6255,22.0,22.00000000000007,0.0,1,1,1,1
6256,23.0,23.000000000000107,0.0,1,1,1,1
6257,22.0,22.0000000000001,0.0,1,1,1,1
6258,22.0,22.000000000000064,0.0,1,1,1,1
6259,22.0,22.000000000000043,0.0,1,1,1,1
6260,22.0,22.00000000000005,0.0,1,1,1,1
6261,21.0,21.000000000000057,0.0,1,1,1,1
6262,16.0,16.000000000000007,0.0,1,1,1,1
6263,21.0,21.000000000000043,0.0,1,1,1,1
6264,23.0,23.000000000000085,0.0,1,1,1,1
6265,22.0,22.000000000000178,0.0,1,1,1,1
6266,22.0,22.000000000000078,0.0,1,1,1,1
6267,22.0,22.000000000000064,0.0,1,1,1,1
6268,22.0,22.000000000000078,0.0,1,1,1,1
6269,21.0,21.0000000000001,0.0,1,1,1,1
6270,22.0,22.00000000000005,0.0,1,1,1,1
6271,23.0,23.000000000000057,0.0,1,1,1,1
6272,26.0,26.000000000000057,0.0,1,1,1,1
6273,27.0,27.000000000000085,0.0,1,1,1,1
6274,28.0,28.000000000000085,0.0,1,1,1,1
6275,29.0,29.000000000000092,0.0,1,1,1,1
6276,29.0,29.00000000000007,0.0,1,1,1,1
6277,29.0,29.000000000000085,0.0,1,1,1,1
6278,22.0,22.000000000000064,0.0,1,1,1,1
6279,22.0,22.000000000000007,0.0,1,1,1,1
6280,23.0,23.000000000000043,0.0,1,1,1,1
6281,26.0,26.00000000000007,0.0,1,1,1,1
6282,27.0,27.000000000000107,0.0,1,1,1,1
6283,28.0,28.000000000000085,0.0,1,1,1,1
6284,27.0,27.000000000000064,0.0,1,1,1,1
6285,28.0,28.000000000000057,0.0,1,1,1,1
6286,29.0,29.00000000000007,0.0,1,1,1,1
6287,28.0,28.000000000000078,0.0,1,1,1,1
6288,24.0,24.000000000000064,0.0,1,1,1,1
6289,24.0,24.000000000000014,0.0,1,1,1,1
6290,27.0,27.00000000000007,0.0,1,1,1,1
6291,24.0,24.000000000000092,0.0,1,1,1,1
6292,24.0,24.0,0.0,1,1,1,1
6293,23.0,23.00000000000005,0.0,1,1,1,1
6294,24.0,24.00000000000007,0.0,1,1,1,1
6295,27.0,27.000000000000078,0.0,1,1,1,1
6296,27.0,27.000000000000107,0.0,1,1,1,1
6297,27.0,27.000000000000085,0.0,1,1,1,1
6298,27.0,27.000000000000085,0.0,1,1,1,1
6299,26.0,26.00000000000005,0.0,1,1,1,1
6300,26.0,26.00000000000002,0.0,1,1,1,1
6301,26.0,26.000000000000064,0.0,1,1,1,1
6302,27.0,27.00000000000007,0.0,1,1,1,1
6303,26.0,26.000000000000057,0.0,1,1,1,1
6304,23.0,23.000000000000036,0.0,1,1,1,1
6305,23.0,23.000000000000043,0.0,1,1,1,1
6306,23.0,23.000000000000078,0.0,1,1,1,1
6307,24.0,24.000000000000057,0.0,1,1,1,1
6308,26.0,26.0000000000001,0.0,1,1,1,1
6309,25.0,25.000000000000085,0.0,1,1,1,1
6310,24.0,24.000000000000064,0.0,1,1,1,1
6311,23.0,23.000000000000057,0.0,1,1,1,1
6312,24.0,24.00000000000002,0.0,1,1,1,1
6313,23.0,23.000000000000043,0.0,1,1,1,1
6314,24.0,24.000000000000036,0.0,1,1,1,1
6315,25.0,25.000000000000085,0.0,1,1,1,1
6316,27.0,27.000000000000043,0.0,1,1,1,1
6317,27.0,27.000000000000057,0.0,1,1,1,1
6318,26.0,26.000000000000064,0.0,1,1,1,1
6319,27.0,27.000000000000064,0.0,1,1,1,1
6320,27.0,27.000000000000064,0.0,1,1,1,1
6321,27.0,27.00000000000007,0.0,1,1,1,1
6322,28.0,28.000000000000078,0.0,1,1,1,1
6323,28.0,28.000000000000085,0.0,1,1,1,1
6324,27.0,27.000000000000064,0.0,1,1,1,1
6325,26.0,26.000000000000057,0.0,1,1,1,1
6326,24.0,24.000000000000057,0.0,1,1,1,1
6327,23.0,23.00000000000005,0.0,1,1,1,1
6328,23.0,23.00000000000007,0.0,1,1,1,1
6329,23.0,23.000000000000057,0.0,1,1,1,1
6330,23.0,23.000000000000057,0.0,1,1,1,1
6331,24.0,24.000000000000078,0.0,1,1,1,1
6332,23.0,23.000000000000092,0.0,1,1,1,1
6333,22.0,22.000000000000078,0.0,1,1,1,1
6334,23.0,23.00000000000005,0.0,1,1,1,1
6335,22.0,22.00000000000005,0.0,1,1,1,1
6336,21.0,21.000000000000036,0.0,1,1,1,1
6337,21.0,21.000000000000078,0.0,1,1,1,1
6338,22.0,22.00000000000007,0.0,1,1,1,1
6339,21.0,21.000000000000085,0.0,1,1,1,1
6340,19.0,19.00000000000007,0.0,1,1,1,1
6341,19.0,19.000000000000085,0.0,1,1,1,1
6342,22.0,22.0000000000001,0.0,1,1,1,1
6343,20.0,20.000000000000114,0.0,1,1,1,1
6344,18.0,18.000000000000078,0.0,1,1,1,1
6345,18.0,18.000000000000092,0.0,1,1,1,1
6346,17.0,17.000000000000128,0.0,1,1,1,1
6347,18.0,18.000000000000085,0.0,1,1,1,1
6348,19.0,19.0000000000001,0.0,1,1,1,1
6349,19.0,19.000000000000036,0.0,1,1,1,1
6350,19.0,19.000000000000064,0.0,1,1,1,1
6351,19.0,19.000000000000085,0.0,1,1,1,1
6352,20.0,20.000000000000092,0.0,1,1,1,1
6353,21.0,21.000000000000114,0.0,1,1,1,1
6354,20.0,20.000000000000092,0.0,1,1,1,1
6355,19.0,19.000000000000078,0.0,1,1,1,1
6356,19.0,19.000000000000085,0.0,1,1,1,1
6357,17.0,17.000000000000085,0.0,1,1,1,1
6358,18.0,18.000000000000043,0.0,1,1,1,1
6359,19.0,19.00000000000003,0.0,1,1,1,1
6360,18.0,18.000000000000064,0.0,1,1,1,1
6361,18.0,18.00000000000005,0.0,1,1,1,1
6362,18.0,18.000000000000064,0.0,1,1,1,1
6363,17.0,17.000000000000114,0.0,1,1,1,1
6364,15.0,15.000000000000078,0.0,1,1,1,1
6365,13.0,13.000000000000059,0.0,1,1,1,1
6366,12.0,12.00000000000005,0.0,1,1,1,1
6367,19.0,19.00000000000007,0.0,1,1,1,1
6368,18.0,18.00000000000012,0.0,1,1,1,1
6369,19.0,19.000000000000114,0.0,1,1,1,1
6370,19.0,19.000000000000114,0.0,1,1,1,1
6371,19.0,19.000000000000107,0.0,1,1,1,1
6372,19.0,19.000000000000085,0.0,1,1,1,1
6373,20.0,20.000000000000064,0.0,1,1,1,1
6374,16.0,16.000000000000057,0.0,1,1,1,1
6375,19.0,19.000000000000078,0.0,1,1,1,1
6376,19.0,19.000000000000043,0.0,1,1,1,1
6377,18.0,18.00000000000007,0.0,1,1,1,1
6378,17.0,17.00000000000005,0.0,1,1,1,1
6379,16.0,16.000000000000036,0.0,1,1,1,1
6380,17.0,17.000000000000014,0.0,1,1,1,1
6381,18.0,18.000000000000043,0.0,1,1,1,1
6382,16.0,16.00000000000007,0.0,1,1,1,1
6383,15.0,15.000000000000076,0.0,1,1,1,1
6384,14.0,14.00000000000005,0.0,1,1,1,1
6385,12.0,12.000000000000021,0.0,1,1,1,1
6386,11.0,11.000000000000023,0.0,1,1,1,1
6387,9.0,9.000000000000043,0.0,1,1,1,1
6388,9.0,9.000000000000068,0.0,1,1,1,1
6389,14.0,14.00000000000006,0.0,1,1,1,1
6390,12.0,12.000000000000053,0.0,1,1,1,1
6391,9.0,9.000000000000037,0.0,1,1,1,1
6392,6.0,6.000000000000036,0.0,1,1,1,1
6393,9.0,9.000000000000021,0.0,1,1,1,1
6394,12.0,12.000000000000023,0.0,1,1,1,1
6395,12.0,12.000000000000059,0.0,1,1,1,1
6396,12.0,12.000000000000119,0.0,1,1,1,1
6397,10.0,10.00000000000004,0.0,1,1,1,1
6398,10.0,10.00000000000003,0.0,1,1,1,1
6399,10.0,10.000000000000039,0.0,1,1,1,1
6400,6.0,6.000000000000027,0.0,1,1,1,1
6401,11.0,11.00000000000002,0.0,1,1,1,1
6402,13.0,13.000000000000055,0.0,1,1,1,1
6403,11.0,11.00000000000007,0.0,1,1,1,1
6404,13.0,13.000000000000076,0.0,1,1,1,1
6405,14.0,14.00000000000004,0.0,1,1,1,1
6406,13.0,13.000000000000052,0.0,1,1,1,1
6407,12.0,12.000000000000053,0.0,1,1,1,1
6408,10.0,10.00000000000005,0.0,1,1,1,1
6409,9.0,9.000000000000039,0.0,1,1,1,1
6410,10.0,10.000000000000059,0.0,1,1,1,1
6411,9.0,9.000000000000068,0.0,1,1,1,1
6412,12.0,12.0000000000001,0.0,1,1,1,1
6413,12.0,12.000000000000105,0.0,1,1,1,1
6414,11.0,11.000000000000052,0.0,1,1,1,1
6415,8.0,8.00000000000006,0.0,1,1,1,1
6416,7.0,6.999999999999998,0.0,1,1,1,1
6417,7.0,6.999999999999992,0.0,1,1,1,1
6418,6.0,6.000000000000013,0.0,1,1,1,1
6419,6.0,6.000000000000007,0.0,1,1,1,1
6420,6.0,6.000000000000021,0.0,1,1,1,1
6421,6.0,5.999999999999975,0.0,1,1,1,1
6422,6.0,5.999999999999962,0.0,1,1,1,1
6423,6.0,6.0,0.0,1,1,1,1
6424,4.0,4.0000000000000195,0.0,1,1,1,1
6425,8.0,7.999999999999959,0.0,1,1,1,1
6426,7.0,7.000000000000036,0.0,1,1,1,1
6427,8.0,8.000000000000043,0.0,1,1,1,1
6428,7.0,7.000000000000087,0.0,1,1,1,1
6429,7.0,7.000000000000079,0.0,1,1,1,1
6430,7.0,7.0000000000000115,0.0,1,1,1,1
6431,7.0,7.0000000000000435,0.0,1,1,1,1
6432,7.0,7.000000000000054,0.0,1,1,1,1
6433,7.0,7.000000000000011,0.0,1,1,1,1
6434,7.0,7.000000000000077,0.0,1,1,1,1
6435,6.0,6.000000000000047,0.0,1,1,1,1
6436,4.0,4.000000000000011,0.0,1,1,1,1
6437,6.0,5.9999999999999964,0.0,1,1,1,1
6438,6.0,6.000000000000015,0.0,1,1,1,1
6439,4.0,4.000000000000041,0.0,1,1,1,1
6440,7.0,6.999999999999995,0.0,1,1,1,1
6441,5.0,4.999999999999963,0.0,1,1,1,1
6442,3.0,3.000000000000014,0.0,1,1,1,1
6443,2.0,1.9999999999999964,0.0,1,1,1,1
6444,3.0,2.9999999999999587,0.0,1,1,1,1
6445,3.0,2.9999999999999614,0.0,1,1,1,1
6446,4.0,4.000000000000018,0.0,1,1,1,1
6447,7.0,7.000000000000059,0.0,1,1,1,1
6448,6.0,6.000000000000037,0.0,1,1,1,1
6449,4.0,4.000000000000008,0.0,1,1,1,1
6450,4.0,3.9999999999999876,0.0,1,1,1,1
6451,4.0,4.00000000000002,0.0,1,1,1,1
6452,6.0,6.0000000000000195,0.0,1,1,1,1
6453,5.0,5.0000000000000675,0.0,1,1,1,1
6454,7.0,7.000000000000021,0.0,1,1,1,1
6455,6.0,6.000000000000025,0.0,1,1,1,1
6456,6.0,5.999999999999998,0.0,1,1,1,1
6457,2.0,2.0000000000000147,0.0,1,1,1,1
6458,9.0,8.999999999999966,0.0,1,1,1,1
6459,7.0,7.000000000000033,0.0,1,1,1,1
6460,3.0,3.000000000000013,0.0,1,1,1,1
6461,1.0,1.0000000000000258,0.0,1,1,1,1
6462,3.0,2.9999999999999822,0.0,1,1,1,1
6463,3.0,2.999999999999991,0.0,1,1,1,1
