STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,REPORTTPYE,HOURLYSKYCONDITIONS,HOURLYVISIBILITY,HOURLYPRSENTWEATHERTYPE,HOURLYDRYBULBTEMPF,HOURLYDRYBULBTEMPC,HOURLYWETBULBTEMPF,HOURLYWETBULBTEMPC,HOURLYDewPointTempF,HOURLYDewPointTempC,HOURLYRelativeHumidity,HOURLYWindSpeed,HOURLYWindDirection,HOURLYWindGustSpeed,HOURLYStationPressure,HOURLYPressureTendency,HOURLYPressureChange,HOURLYSeaLevelPressure,HOURLYPrecip,HOURLYAltimeterSetting,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYWeather,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageSeaLevelPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection,MonthlyMaximumTemp,MonthlyMinimumTemp,MonthlyMeanTemp,MonthlyAverageRH,MonthlyDewpointTemp,MonthlyWetBulbTemp,MonthlyAvgHeatingDegreeDays,MonthlyAvgCoolingDegreeDays,MonthlyStationPressure,MonthlySeaLevelPressure,MonthlyAverageWindSpeed,MonthlyTotalSnowfall,MonthlyDeptFromNormalMaximumTemp,MonthlyDeptFromNormalMinimumTemp,MonthlyDeptFromNormalAverageTemp,MonthlyDeptFromNormalPrecip,MonthlyTotalLiquidPrecip,MonthlyGreatestPrecip,MonthlyGreatestPrecipDate,MonthlyGreatestSnowfall,MonthlyGreatestSnowfallDate,MonthlyGreatestSnowDepth,MonthlyGreatestSnowDepthDate,MonthlyDaysWithGT90Temp,MonthlyDaysWithLT32Temp,MonthlyDaysWithGT32Temp,MonthlyDaysWithLT0Temp,MonthlyDaysWithGT001Precip,MonthlyDaysWithGT010Precip,MonthlyDaysWithGT1Snow,MonthlyMaxSeaLevelPressureValue,MonthlyMaxSeaLevelPressureDate,MonthlyMaxSeaLevelPressureTime,MonthlyMinSeaLevelPressureValue,MonthlyMinSeaLevelPressureDate,MonthlyMinSeaLevelPressureTime,MonthlyTotalHeatingDegreeDays,MonthlyTotalCoolingDegreeDays,MonthlyDeptFromNormalHeatingDD,MonthlyDeptFromNormalCoolingDD,MonthlyTotalSeasonToDateHeatingDD,MonthlyTotalSeasonToDateCoolingDD
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,27-09-16 23:51,FM-15,CLR:00,8,,65,18.3,61,16.4,59,15,81,0,0,,29.84,,,29.99,0,30.01,74,64,69,5.3,,,,0,4,550,1742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,26-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,74,54,64,-0.1,56,48,56,1,0,549,1743,,0,0,0,29.97,30.11,4.4,20,170,12,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,25-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,70,54,62,-2.5,45,39,50,3,0,548,1745,,0,0,0,30.03,30.17,2.8,15,60,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,25-09-16 23:51,FM-15,CLR:00,10,,59,15,49,9.6,39,3.9,48,0,0,,30.05,,,30.19,0,30.22,70,54,62,-2.5,,,,3,0,548,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,24-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,71,58,64,-0.9,61,49,56,1,0,547,1747,RA:16 BR:13,0.2,0,0,29.95,30.1,5.1,23,50,14,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,24-09-16 23:51,FM-15,CLR:00,10,,60,15.6,51,10.8,43,6.1,53,6,VRB,,30,,,30.15,0,30.17,71,58,64,-0.9,,,,1,0,547,1747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,23-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,87,64,76,10.7,56,57,64,0,11,546,1748,RA:16 BR:13,0.01,0,0,29.86,29.99,1.8,17,40,12,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,23-09-16 23:51,FM-15,BKN:07 55 OVC:08 75,5,-RA:02 BR:1 |RA:61 |,65,18.3,63,17,61,16.1,87,5,VRB,,29.87,,,30.01,0.01,30.04,87,64,76,10.7,,,,0,11,546,1748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,22-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,86,65,76,10.3,47,51,61,0,11,545,1750,,0,0,0,29.99,30.13,2.4,14,180,8,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,22-09-16 23:51,FM-15,CLR:00,10,,68,20,62,16.4,57,13.9,68,0,0,,29.93,,,30.07,0,30.1,86,65,76,10.3,,,,0,11,545,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,21-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,84,68,76,9.9,52,55,63,0,11,544,1752,,0,0,0,30.01,30.15,3.9,17,30,12,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,21-09-16 23:51,FM-15,CLR:00,10,,69,20.6,59,14.9,51,10.6,53,3,80,,30.02,,,30.16,0,30.19,84,68,76,9.9,,,,0,11,544,1752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,20-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,82,68,75,8.5,78,67,69,0,10,543,1753,BR:13,0,0,0,29.96,30.1,2.2,12,360,9,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,20-09-16 23:51,FM-15,CLR:00,8,,72,22.2,69,20.4,67,19.4,84,0,0,,29.96,,,30.1,0,30.13,82,68,75,8.5,,,,0,10,543,1753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,19-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,76,69,72,5.1,92,69,70,0,7,542,1755,RA:16 BR:13,0.68,0,0,29.9,30.04,2.4,18,200,12,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,19-09-16 23:51,FM-15,SCT:04 65,7,,69,20.6,68,19.8,67,19.4,93,0,0,,29.94,,,30.09,0,30.11,76,69,72,5.1,,,,0,7,542,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,18-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,82,70,76,8.7,78,68,70,0,11,541,1757,,0,0,0,29.91,30.04,3.5,18,200,12,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,18-09-16 23:51,FM-15,CLR:00,10,,75,23.9,72,22,70,21.1,84,5,VRB,,29.87,,,30.01,0,30.04,82,70,76,8.7,,,,0,11,541,1757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,17-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,77,59,68,0.3,71,58,63,0,3,540,1759,,0,0,0,30.05,30.19,3.3,19,200,10,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,17-09-16 23:51,FM-15,CLR:00,10,,70,21.1,65,18.1,61,16.1,73,5,VRB,,29.95,,,30.09,0,30.12,77,59,68,0.3,,,,0,3,540,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,16-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,73,61,67,-1,63,52,58,0,2,539,1800,,0,0,0,30.15,30.29,2.7,17,160,9,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,16-09-16 23:51,FM-15,CLR:00,10,,62,16.7,57,13.6,52,11.1,70,3,200,,30.13,,,30.28,0,30.3,73,61,67,-1,,,,0,2,539,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,15-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,74,61,68,-0.4,53,48,57,0,3,538,1802,,0,0,0,30.11,30.25,4.9,24,40,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,15-09-16 23:51,FM-15,CLR:00,10,,64,17.8,58,14.6,54,12.2,70,3,VRB,,30.14,,,30.29,0,30.31,74,61,68,-0.4,,,,0,3,538,1802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,14-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,91,67,79,10.2,63,61,66,0,14,537,1804,RA:16 FG:01 BR:13,0.56,0,0,29.91,30.06,5,28,280,15,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,14-09-16 23:51,FM-15,SCT:04 90 BKN:07 100,10,,67,19.4,59,15,53,11.7,61,10,VRB,21,30.02,,,30.16,0,30.19,91,67,79,10.2,,,,0,14,537,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,13-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,83,64,74,4.9,64,59,64,0,9,536,1805,,0,0,0,30.03,30.17,4,23,240,13,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,13-09-16 23:51,FM-15,CLR:00,10,,71,21.7,62,16.8,56,13.3,59,8,VRB,,29.97,,,30.12,0,30.14,83,64,74,4.9,,,,0,9,536,1805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,12-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,78,62,70,0.5,56,52,59,0,5,535,1807,,0,0,0,30.08,30.22,4.3,16,200,9,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,12-09-16 23:51,FM-15,CLR:00,10,,66,18.9,60,15.7,56,13.3,70,3,VRB,,30.07,,,30.22,0,30.24,78,62,70,0.5,,,,0,5,535,1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,11-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,83,67,75,5.2,53,58,66,0,10,534,1809,,0,0,0,29.84,29.99,5.7,28,280,16,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,11-09-16 23:51,FM-15,CLR:00,10,,68,20,56,13.4,46,7.8,45,5,VRB,,30.03,,,30.17,0,30.2,83,68,76,6.2,,,,0,11,534,1809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,10-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,90,74,82,11.8,76,73,76,0,17,533,1810,BR:13 HZ:08,T,0,0,29.82,29.96,4.1,21,210,10,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,10-09-16 23:51,FM-15,CLR:00,8,,80,26.7,75,23.6,72,22.2,76,5,VRB,,29.77,,,29.91,0,29.94,90,74,82,11.8,,,,0,17,533,1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,09-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,91,75,83,12.5,62,69,74,0,18,532,1812,RA:16 BR:13,0.22,0,0,29.75,29.9,3.8,17,280,10,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,09-09-16 23:51,FM-15,BKN:07 55,8,,76,24.4,74,23.3,73,22.8,91,0,0,,29.85,,,29.99,0,30.02,91,75,83,12.5,,,,0,18,532,1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,08-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,89,71,80,9.2,69,69,73,0,15,531,1814,HZ:08,0,0,0,29.74,29.88,2.6,19,250,10,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,08-09-16 23:51,FM-15,CLR:00,9,,84,28.9,74,23.6,70,21.1,63,5,VRB,,29.68,,,29.82,0,29.85,89,71,80,9.2,,,,0,15,531,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,07-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,85,71,78,6.9,71,66,70,0,13,530,1815,,0,0,0,29.83,29.97,6.4,22,30,14,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,07-09-16 23:51,FM-15,BKN:07 60,8,,73,22.8,70,21,68,20,84,0,0,,29.81,,,29.95,0,29.98,85,71,78,6.9,,,,0,13,530,1815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,06-09-16 23:59,SOD,BKN:07 13 BKN:07 19 OVC:08 30,6,BR:1 ||,71,21.7,68,20.2,67,19.4,87,8,VRB,,29.84,,,,,30.01,80,71,76,4.6,62,61,67,0,11,529,1817,HZ:08,T,0,0,29.83,29.97,9.7,30,60,18,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,06-09-16 23:51,FM-15,BKN:07 15 BKN:07 19 OVC:08 28,5,HZ:7 |FU:05 |HZ:05,72,22.2,69,20.4,67,19.4,84,9,50,,29.84,,,29.99,0,30.01,80,71,76,4.6,,,,0,11,529,1817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,05-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,84,65,74,2.3,47,53,62,0,9,528,1819,,0,0,0,29.97,30.11,7.6,27,20,16,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,05-09-16 23:51,FM-15,FEW:02 60,10,,77,25,64,18,56,13.3,48,11,VRB,,29.82,,,29.96,0,29.99,84,65,74,2.3,,,,0,9,528,1819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,04-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,80,65,72,0,53,54,61,0,7,527,1820,,0,0,0,30.08,30.22,6.8,21,50,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,04-09-16 23:51,FM-15,CLR:00,10,,69,20.6,58,14.7,50,10,51,6,60,,30.09,,,30.23,0,30.26,80,65,72,0,,,,0,7,527,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,03-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,75,66,70,-2.2,66,58,63,0,5,526,1822,,0,0,0,30.02,30.16,6.8,24,50,15,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,03-09-16 23:51,FM-15,CLR:00,10,,67,19.4,62,16.8,59,15,76,7,50,,30.03,,,30.18,0,30.2,75,66,70,-2.2,,,,0,5,526,1822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,02-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,81,66,74,1.5,52,54,62,0,9,525,1824,,0,0,0,29.91,30.07,6,18,30,13,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,02-09-16 23:51,FM-15,FEW:02 70,10,,71,21.7,61,16.2,54,12.2,55,7,80,,30.01,,,30.15,0,30.18,81,66,74,1.5,,,,0,9,525,1824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,01-09-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,79,69,74,1.3,84,67,69,0,9,524,1825,RA:16 FG:01 BR:13,0.5,0,0,29.73,29.87,1.8,16,340,10,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,01-09-16 23:51,FM-15,BKN:07 70 OVC:08 80,10,,69,20.6,62,16.6,57,13.9,66,3,VRB,,29.82,,,29.97,0,29.99,79,69,74,1.3,,,,0,9,524,1825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,31-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,89,74,82,9,,66,71,0,17,523,1827,RA:16 HZ:08,T,0,0,29.82,29.94,3.3,17,240,9,230,86.6,71.8,79.2,,,,,,29.96,30.1,,,4,4,4,-2.47,1.97,,,0,,0,,7,0,0,0,,,,,-9999,-9999,,-9999,-9999,0,81s,-2,-237s,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,31-08-16 23:51,FM-15,BKN:07 60 BKN:07 110,9,-RA:02 |RA:61 |,77,25,70,21,66,18.9,69,6,VRB,,29.73,,,29.87,T,29.9,89,74,82,9,,,,0,17,523,1827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,30-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,86,69,78,4.8,60,61,67,0,13,523,1829,,0,0,0,29.97,30.1,3.2,16,70,12,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,30-08-16 23:51,FM-15,CLR:00,10,,75,23.9,70,21.3,68,20,79,5,VRB,,29.9,,,30.05,0,30.07,86,69,78,4.8,,,,0,13,523,1829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,29-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,91,74,82,8.6,50,61,68,0,17,522,1830,,0,0,0,29.97,30.1,5.4,19,10,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,29-08-16 23:51,FM-15,CLR:00,10,,76,24.4,64,17.5,55,12.8,48,3,VRB,,30,,,30.14,0,30.17,91,74,82,8.6,,,,0,17,522,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,28-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,89,72,80,6.4,62,64,69,0,15,521,1832,,0,0,0,30.07,30.21,2.4,,,7,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,28-08-16 23:51,FM-15,CLR:00,10,,75,23.9,68,20,64,17.8,69,3,VRB,,30.02,,,30.17,0,30.19,89,72,80,6.4,,,,0,15,521,1832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,27-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,89,73,81,7.2,,,,0,16,520,1833,,0,0,0,,,2.7,17,170,10,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,27-08-16 23:51,FM-15,CLR:00,10,,75,23.9,65,18.2,58,14.4,55,0,0,,30.08,,,30.23,0,30.25,89,75,82,8.2,,,,0,17,520,1833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,26-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,90,75,82,8,,,,0,17,519,1835,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,25-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,86,69,78,3.8,,,,0,13,518,1837,,0.01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,24-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,88,68,78,3.6,,,,0,13,517,1838,,0,0,0,,,,,,6,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
WBAN:94728,NY CITY CENTRAL PARK NY US,42.7,40.77898,-73.96925,23-08-16 23:59,SOD,,,,,,,,,,,,,,,,,,,,82,61,72,-2.5,51,52,61,0,7,516,1840,,0,0,0,30.12,30.27,1.8,17,250,9,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9999,-9999,,-9999,-9999,,,,,,
