ELEVATION,LATITUDE,LONGITUDE,DATE,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection
42.7,40.77898,-73.96925,06-05-18 23:59,66,56,61,1.4,,,,4,0,447,1858,T,0,0,29.83,3.8,22,70,14,70
42.7,40.77898,-73.96925,05-05-18 23:59,76,61,68,8.7,,,,0,3,449,1857,T,0,0,29.88,4.8,26,290,14,310
42.7,40.77898,-73.96925,04-05-18 23:59,84,72,78,19,,,,0,13,450,1856,T,0,0,29.74,3.5,30,250,18,280
42.7,40.77898,-73.96925,03-05-18 23:59,92,70,81,22.3,,,,0,16,451,1855,0.02,0,0,29.84,5.4,28,250,15,250
42.7,40.77898,-73.96925,02-05-18 23:59,90,65,78,19.6,,,,0,13,452,1854,0,0,0,29.88,5.4,31,260,16,250
42.7,40.77898,-73.96925,01-05-18 23:59,80,48,64,5.9,,,,1,0,453,1853,0,0,0,29.9,4.3,21,330,14,320
42.7,40.77898,-73.96925,30-04-18 23:59,51,44,48,-9.8,,,,17,0,455,1852,T,0,0,29.87,,28,320,16,310
42.7,40.77898,-73.96925,29-04-18 23:59,59,47,53,-4.5,,,,12,0,456,1851,0.08,0,0,29.78,5.7,25,290,15,310
42.7,40.77898,-73.96925,28-04-18 23:59,68,50,59,1.8,,,,6,0,457,1850,0.1,0,0,29.68,3.4,23,160,14,160
42.7,40.77898,-73.96925,27-04-18 23:59,59,51,55,-1.9,,,,10,0,459,1849,0.05,0,0,29.64,2.4,17,110,10,90
42.7,40.77898,-73.96925,26-04-18 23:59,70,55,62,5.4,,,,3,0,500,1848,0.1,0,0,29.55,4.8,22,280,15,290
42.7,40.77898,-73.96925,25-04-18 23:59,60,52,56,-0.3,,,,9,0,501,1847,0.95,0,0,29.66,3.9,20,150,12,150
42.7,40.77898,-73.96925,24-04-18 23:59,66,46,56,0,,,,9,0,503,1846,0.05,0,0,30.19,4.3,23,170,15,170
42.7,40.77898,-73.96925,23-04-18 23:59,68,46,57,1.4,,,,8,0,504,1845,0,0,0,30.3,4.5,21,150,15,160
42.7,40.77898,-73.96925,22-04-18 23:59,67,44,56,0.7,,,,9,0,506,1844,0,0,0,30.23,4.2,23,170,13,180
42.7,40.77898,-73.96925,21-04-18 23:59,63,39,51,-4,,,,14,0,507,1842,0,0,0,30.2,5.8,22,280,15,280
42.7,40.77898,-73.96925,20-04-18 23:59,50,37,44,-10.7,,,,21,0,508,1841,0,0,0,30.05,8.5,30,300,20,310
42.7,40.77898,-73.96925,19-04-18 23:59,49,38,44,-10.3,,,,21,0,510,1840,0.15,0,0,29.64,7.6,29,290,18,300
42.7,40.77898,-73.96925,18-04-18 23:59,55,37,46,-8,,,,19,0,511,1839,0,0,0,29.63,6.4,27,250,18,250
42.7,40.77898,-73.96925,17-04-18 23:59,47,39,43,-10.6,,,,22,0,513,1838,T,0,0,29.5,8.4,29,270,17,280
42.7,40.77898,-73.96925,16-04-18 23:59,60,39,50,-3.3,,,,15,0,514,1837,2.82,0,0,29.57,11.3,43s,050s,28,60
42.7,40.77898,-73.96925,15-04-18 23:59,44,38,41,-11.9,,,,24,0,516,1836,0.47,0,0,30.09,12.4,32,100,22,70
42.7,40.77898,-73.96925,14-04-18 23:59,77,44,60,7.4,,,,5,0,518,1835,0,0,0,29.85,7.3,27,60,21,60
42.7,40.77898,-73.96925,13-04-18 23:59,82,60,71,18.8,,,,0,6,519,1834,0,0,0,29.72,5.5,31,250,18,250
42.7,40.77898,-73.96925,12-04-18 23:59,63,46,54,2.1,,,,11,0,521,1833,0,0,0,29.83,5.5,23,260,15,250
42.7,40.77898,-73.96925,11-04-18 23:59,51,37,44,-7.5,,,,21,0,522,1832,0,0,0,29.99,3.7,19,180,13,170
42.7,40.77898,-73.96925,10-04-18 23:59,51,38,44,-7.1,,,,21,0,524,1831,0.01,0,0,30.01,4.8,20,320,12,10
42.7,40.77898,-73.96925,09-04-18 23:59,49,32,40,-10.8,,,,25,0,525,1830,T,0,0,30.02,5.4,21,310,14,310
42.7,40.77898,-73.96925,08-04-18 23:59,46,32,39,-11.4,,,,26,0,527,1829,0,0,0,29.77,8.5,30,290,18,290
42.7,40.77898,-73.96925,07-04-18 23:59,49,37,43,-7,,,,22,0,529,1828,0,0,0,29.7,7.4,24,290,16,300
42.7,40.77898,-73.96925,06-04-18 23:59,62,37,50,0.3,,,,15,0,530,1827,0.11,0,0,29.78,4.8,27,250,15,250
42.7,40.77898,-73.96925,05-04-18 23:59,45,34,40,-9.3,,,,25,0,532,1826,0,0,0,29.9,8.8,31,270,20,280
42.7,40.77898,-73.96925,04-04-18 23:59,56,40,48,-0.9,,,,17,0,533,1825,0.04,0,0,29.44,8.6,42,260,22,280
42.7,40.77898,-73.96925,03-04-18 23:59,43,39,41,-7.6,,,,24,0,535,1824,0.26,0,T,29.95,4.6,16,60,12,60
42.7,40.77898,-73.96925,02-04-18 23:59,43,33,38,-10.2,,,,27,0,537,1823,0.59,5.5,5,29.96,5.8,22,10,16,20
42.7,40.77898,-73.96925,01-04-18 23:59,60,43,52,4.2,,,,13,0,538,1821,0,0,0,29.86,6.7,25,180,14,250
42.7,40.77898,-73.96925,31-03-18 23:59,58,39,48,0.5,,,,17,0,540,1820,0,0,0,30.02,,25,300,16,170
42.7,40.77898,-73.96925,30-03-18 23:59,62,44,53,5.9,,,,12,0,542,1819,0.03,0,0,29.62,4,24,290,15,300
42.7,40.77898,-73.96925,29-03-18 23:59,53,49,51,4.3,,,,14,0,543,1818,0.03,0,0,29.8,2.8,16,160,9,150
42.7,40.77898,-73.96925,28-03-18 23:59,52,38,45,-1.4,,,,20,0,545,1817,0.03,0,0,29.92,4,17,250,12,240
42.7,40.77898,-73.96925,27-03-18 23:59,47,34,40,-6,,,,25,0,547,1816,0.01,0,0,30.3,3.4,14,60,10,50
42.7,40.77898,-73.96925,26-03-18 23:59,50,34,42,-3.6,,,,23,0,548,1815,0,0,0,30.52,5.8,28,60,21,50
42.7,40.77898,-73.96925,25-03-18 23:59,45,33,39,-6.3,,,,26,0,550,1814,0,0,0,30.24,8.2,29,50,20,70
42.7,40.77898,-73.96925,24-03-18 23:59,51,35,43,-1.9,,,,22,0,551,1813,0,0,0,29.94,6.1,19,10,12,40
42.7,40.77898,-73.96925,23-03-18 23:59,49,35,42,-2.6,,,,23,0,553,1812,T,0,1,29.86,5.6,21,350,14,20
42.7,40.77898,-73.96925,22-03-18 23:59,50,32,41,-3.2,,,,24,0,555,1811,0.06,0.2,8,29.65,6.8,23,320,14,310
42.7,40.77898,-73.96925,21-03-18 23:59,39,31,35,-8.9,,,,30,0,556,1810,0.99,8.2,0,29.52,10.7,33,60,22,50
42.7,40.77898,-73.96925,20-03-18 23:59,39,30,34,-9.6,,,,31,0,558,1809,T,0,0,29.74,9,23,60,16,70
42.7,40.77898,-73.96925,19-03-18 23:59,47,33,40,-3.2,,,,25,0,600,1808,0,0,0,29.78,5.8,18,20,13,50
42.7,40.77898,-73.96925,18-03-18 23:59,43,28,36,-6.9,,,,29,0,601,1807,0,0,0,29.76,6.3,26,310,16,310
42.7,40.77898,-73.96925,17-03-18 23:59,48,27,38,-4.6,,,,27,0,603,1806,0,0,0,29.66,7.7,27,280,17,280
42.7,40.77898,-73.96925,16-03-18 23:59,40,30,35,-7.3,,,,30,0,605,1805,0,0,0,29.61,9.9,42,280,20,280
42.7,40.77898,-73.96925,15-03-18 23:59,48,32,40,-2,,,,25,0,606,1803,0,0,0,29.42,10.1,31,280,17,250
42.7,40.77898,-73.96925,14-03-18 23:59,41,31,36,-5.6,,,,29,0,608,1802,0.01,T,0,29.43,10.9,31,250,20,260
42.7,40.77898,-73.96925,13-03-18 23:59,40,33,36,-5.3,,,,29,0,610,1801,0.28,T,T,29.49,8.6,28,280,16,290
42.7,40.77898,-73.96925,12-03-18 23:59,43,32,38,-3,,,,27,0,611,1800,0.08,T,0,29.75,8.5,24,50,17,70
42.7,40.77898,-73.96925,11-03-18 23:59,45,32,38,-2.7,,,,27,0,613,1759,0,0,0,29.91,5.3,20,310,13,310
42.7,40.77898,-73.96925,10-03-18 23:59,40,31,36,-4.5,,,,29,0,615,1758,0,0,T,29.79,8.4,25,270,17,280
42.7,40.77898,-73.96925,09-03-18 23:59,42,30,36,-4.2,,,,29,0,616,1757,0,0,2,29.6,7.9,26,260,17,270
42.7,40.77898,-73.96925,08-03-18 23:59,39,33,36,-3.9,,,,29,0,618,1756,T,T,3,29.55,6.1,21,280,14,280
42.7,40.77898,-73.96925,07-03-18 23:59,39,33,36,-3.6,,,,29,0,619,1755,1.41,3.2,0,29.56,10,35,70,22,60
42.7,40.77898,-73.96925,06-03-18 23:59,47,32,40,0.6,,,,25,0,621,1754,T,0,0,29.86,4.7,23,170,15,160
42.7,40.77898,-73.96925,05-03-18 23:59,43,33,38,-1.1,,,,27,0,623,1753,0,0,0,29.9,7.1,25,40,16,40
42.7,40.77898,-73.96925,04-03-18 23:59,44,34,39,0.2,,,,26,0,624,1751,0,0,0,29.95,9.5,31,10,22,20
42.7,40.77898,-73.96925,03-03-18 23:59,49,36,42,3.4,,,,23,0,626,1750,0,0,0,29.82,11.2,43,30,25,30
42.7,40.77898,-73.96925,02-03-18 23:59,44,34,39,0.7,,,,26,0,627,1749,1.86,T,0,29.25,10.5,35,360,21,50
42.7,40.77898,-73.96925,01-03-18 23:59,60,44,52,13.9,,,,13,0,629,1748,0.38,0,0,29.57,5.2,17,60,13,70
42.7,40.77898,-73.96925,28-02-18 23:59,61,42,52,14.1,,,,13,0,630,1747,0,4.9,0,29.9,,26,250,15,260
42.7,40.77898,-73.96925,27-02-18 23:59,56,39,48,10.4,,,,17,0,632,1746,0,0,0,30.16,4.5,22,250,14,240
42.7,40.77898,-73.96925,26-02-18 23:59,52,43,48,10.6,,,,17,0,633,1745,0,0,0,29.98,4.4,18,300,10,270
42.7,40.77898,-73.96925,25-02-18 23:59,44,40,42,4.8,,,,23,0,635,1743,0.73,0,0,29.93,6.3,24,60,16,50
42.7,40.77898,-73.96925,24-02-18 23:59,55,42,48,11,,,,17,0,636,1742,0.08,0,0,30.03,5.3,22,270,14,260
42.7,40.77898,-73.96925,23-02-18 23:59,42,36,39,2.3,,,,26,0,638,1741,0.06,0,0,30.34,6.2,21,260,14,250
42.7,40.77898,-73.96925,22-02-18 23:59,59,37,48,11.5,,,,17,0,639,1740,0.17,0,0,30.45,8.2,23,10,16,50
42.7,40.77898,-73.96925,21-02-18 23:59,78,55,66,29.7,,,,0,1,641,1739,0.06,0,0,30.14,5.9,26,240,15,250
42.7,40.77898,-73.96925,20-02-18 23:59,67,47,57,20.9,,,,8,0,642,1738,0,0,0,30.16,6.1,21,260,15,260
42.7,40.77898,-73.96925,19-02-18 23:59,49,36,42,6.1,,,,23,0,644,1736,0.04,0,0,30.3,4.2,18,190,12,160
42.7,40.77898,-73.96925,18-02-18 23:59,44,33,38,2.3,,,,27,0,645,1735,0.01,T,3,30.06,5.8,27,320,14,310
42.7,40.77898,-73.96925,17-02-18 23:59,40,28,34,-1.6,,,,31,0,646,1734,0.52,4.4,0,30.13,4.4,21,310,15,170
42.7,40.77898,-73.96925,16-02-18 23:59,58,36,47,11.6,,,,18,0,648,1733,0.09,0,0,29.56,6.9,37,300,20,320
42.7,40.77898,-73.96925,15-02-18 23:59,62,46,54,18.8,,,,11,0,649,1732,0.16,0,0,29.72,5.1,21,250,13,250
42.7,40.77898,-73.96925,14-02-18 23:59,53,35,44,9,,,,21,0,650,1730,0.08,0,0,30.18,5.3,20,240,14,250
42.7,40.77898,-73.96925,13-02-18 23:59,38,26,32,-2.9,,,,33,0,652,1729,0,0,0,30.58,5.5,21,10,15,360
42.7,40.77898,-73.96925,12-02-18 23:59,62,32,47,12.3,,,,18,0,653,1728,0,0,0,30.15,7.2,22,300,15,360
42.7,40.77898,-73.96925,11-02-18 23:59,62,45,54,19.5,,,,11,0,654,1727,1.21,0,0,29.83,3.2,17,160,10,180
42.7,40.77898,-73.96925,10-02-18 23:59,50,39,44,9.6,,,,21,0,655,1726,0.58,0,0,30.01,2.3,14,200,8,180
42.7,40.77898,-73.96925,09-02-18 23:59,39,26,32,-2.2,,,,33,0,657,1724,0,0,0,30.34,5,21,300,13,160
42.7,40.77898,-73.96925,08-02-18 23:59,33,25,29,-5.1,,,,36,0,658,1723,0,0,0,30.16,6.8,27,310,18,310
42.7,40.77898,-73.96925,07-02-18 23:59,45,30,38,4.1,,,,27,0,659,1722,0.85,0.5,0,29.98,6.8,28,310,17,310
42.7,40.77898,-73.96925,06-02-18 23:59,37,26,32,-1.8,,,,33,0,700,1721,0,0,0,30.22,4,19,260,14,260
42.7,40.77898,-73.96925,05-02-18 23:59,40,26,33,-0.7,,,,32,0,701,1719,T,0,0,29.79,7.7,30,280,17,310
42.7,40.77898,-73.96925,04-02-18 23:59,46,30,38,4.5,,,,27,0,702,1718,0.96,T,0,29.77,4,23,240,14,230
42.7,40.77898,-73.96925,03-02-18 23:59,31,16,24,-9.4,,,,41,0,703,1717,0,0,0,30.23,7.7,28,270,16,230
42.7,40.77898,-73.96925,02-02-18 23:59,41,17,29,-4.3,,,,36,0,704,1716,0.18,T,0,29.84,9.2,33,280,20,290
42.7,40.77898,-73.96925,01-02-18 23:59,45,32,38,4.8,,,,27,0,705,1714,0.05,0,0,29.78,3.8,21,250,13,250
42.7,40.77898,-73.96925,31-01-18 23:59,33,18,26,-7.1,,,,39,0,706,1713,0,11.2,0,30.03,,27,240,15,250
42.7,40.77898,-73.96925,30-01-18 23:59,36,24,30,-3,,,,35,0,707,1712,0.11,0.9,0,29.84,7.6,31,300,17,310
42.7,40.77898,-73.96925,29-01-18 23:59,47,35,41,8.1,,,,24,0,708,1711,T,0.1,0,29.99,9.2,28,50,21,60
42.7,40.77898,-73.96925,28-01-18 23:59,55,46,50,17.2,,,,15,0,709,1710,0.21,0,0,30.09,3.9,19,250,13,250
42.7,40.77898,-73.96925,27-01-18 23:59,56,35,46,13.3,,,,19,0,710,1708,0,0,0,30.25,6.4,26,240,15,250
42.7,40.77898,-73.96925,26-01-18 23:59,38,26,32,-0.6,,,,33,0,711,1707,0,0,0,30.49,3.7,20,180,13,170
42.7,40.77898,-73.96925,25-01-18 23:59,34,23,28,-4.5,,,,37,0,712,1706,0,0,0,30.23,6.8,25,320,15,310
42.7,40.77898,-73.96925,24-01-18 23:59,44,27,36,3.5,,,,29,0,712,1705,0,0,0,29.81,9.4,26,280,16,290
42.7,40.77898,-73.96925,23-01-18 23:59,60,38,49,16.6,,,,16,0,713,1703,0.3,0,0,29.59,6.2,38,290,22,280
42.7,40.77898,-73.96925,22-01-18 23:59,49,38,44,11.6,,,,21,0,714,1702,0.01,0,0,29.99,5.3,18,50,14,60
42.7,40.77898,-73.96925,21-01-18 23:59,50,42,46,13.7,,,,19,0,715,1701,0,0,0,29.99,2.9,14,270,9,280
42.7,40.77898,-73.96925,20-01-18 23:59,52,38,45,12.7,,,,20,0,715,1700,0,0,T,29.77,8.4,29,250,20,290
42.7,40.77898,-73.96925,19-01-18 23:59,41,24,32,-0.3,,,,33,0,716,1659,0,0,T,29.87,5.4,23,260,13,250
42.7,40.77898,-73.96925,18-01-18 23:59,32,18,25,-7.3,,,,40,0,716,1657,0,0,T,29.89,7.8,21,320,14,310
42.7,40.77898,-73.96925,17-01-18 23:59,36,22,29,-3.2,,,,36,0,717,1656,0.19,0.4,0,30.07,6,20,300,13,310
42.7,40.77898,-73.96925,16-01-18 23:59,36,25,30,-2.2,,,,35,0,717,1655,0,0,0,30.29,4,11,90,8,50
42.7,40.77898,-73.96925,15-01-18 23:59,30,16,23,-9.3,,,,42,0,718,1654,0,0,0,30.43,8,21,50,16,50
42.7,40.77898,-73.96925,14-01-18 23:59,25,15,20,-12.3,,,,45,0,718,1653,0,0,0,30.44,8,23,330,15,20
42.7,40.77898,-73.96925,13-01-18 23:59,58,19,38,5.7,,,,27,0,719,1652,0.05,0,0,29.56,9.7,30,280,18,310
42.7,40.77898,-73.96925,12-01-18 23:59,61,44,52,19.7,,,,13,0,719,1651,0.54,0,T,29.69,6.9,25,170,14,170
42.7,40.77898,-73.96925,11-01-18 23:59,53,41,47,14.6,,,,18,0,719,1650,0,0,3,30.18,3.2,19,170,12,160
42.7,40.77898,-73.96925,10-01-18 23:59,43,30,36,3.6,,,,29,0,720,1649,0,0,4,30.29,4.2,14,180,10,150
42.7,40.77898,-73.96925,09-01-18 23:59,44,30,37,4.5,,,,28,0,720,1647,0,0,5,30.03,6.6,27,330,15,310
42.7,40.77898,-73.96925,08-01-18 23:59,31,17,24,-8.6,,,,41,0,720,1646,0.01,T,5,30.01,5.9,27,240,15,250
42.7,40.77898,-73.96925,07-01-18 23:59,18,5,12,-20.7,,,,53,0,720,1645,0,0,6,30.34,6.4,28,250,16,250
42.7,40.77898,-73.96925,06-01-18 23:59,13,6,10,-22.8,,,,55,0,720,1644,0,0,6,30.08,10.9,31,310,20,310
42.7,40.77898,-73.96925,05-01-18 23:59,19,9,14,-18.9,,,,51,0,720,1644,0,0,7,29.62,12.9,35,280,21,280
42.7,40.77898,-73.96925,04-01-18 23:59,29,19,24,-9,,,,41,0,720,1643,0.76,9.8,1,29.31,12.5,43,310,24,310
42.7,40.77898,-73.96925,03-01-18 23:59,30,16,23,-10.1,,,,42,0,720,1642,0,0,T,30.11,3.2,22,270,14,260
42.7,40.77898,-73.96925,02-01-18 23:59,26,13,20,-13.3,,,,45,0,720,1641,0,0,0,30.2,8.1,28,250,16,260
42.7,40.77898,-73.96925,01-01-18 23:59,19,7,13,-20.4,,,,52,0,720,1640,0,0,T,30.19,7.8,25,300,15,300
42.7,40.77898,-73.96925,31-12-17 23:59,21,9,15,-18.6,,0,11,50,0,720,1639,0,7.7,T,30.05,9.2,27,300,17,300
42.7,40.77898,-73.96925,30-12-17 23:59,23,17,20,-13.7,66,11,18,45,0,720,1638,0.05,0.7,0,29.92,5.3,23,250,14,290
42.7,40.77898,-73.96925,29-12-17 23:59,22,11,16,-17.9,50,1,13,49,0,720,1637,0,0,0,30.14,6.8,21,280,13,290
42.7,40.77898,-73.96925,28-12-17 23:59,18,11,14,-20.1,42,-3,11,51,0,720,1636,0,0,0,30.34,8.1,30,300,17,310
42.7,40.77898,-73.96925,27-12-17 23:59,24,17,20,-14.3,41,0,16,45,0,719,1636,0,0,0,30.32,6.3,22,310,14,280
42.7,40.77898,-73.96925,26-12-17 23:59,28,23,26,-8.5,36,2,20,39,0,719,1635,0,0,0,30.22,8.8,30,260,18,280
42.7,40.77898,-73.96925,25-12-17 23:59,38,28,33,-1.8,61,20,30,32,0,719,1634,0.23,T,0,29.69,10.9,39,280,24,290
42.7,40.77898,-73.96925,24-12-17 23:59,41,36,38,3,66,28,34,27,0,718,1634,0.01,T,0,29.94,7.8,23,310,15,70
42.7,40.77898,-73.96925,23-12-17 23:59,48,38,43,7.8,92,40,41,22,0,718,1633,0.49,0,0,29.73,4.8,20,310,13,300
42.7,40.77898,-73.96925,22-12-17 23:59,50,35,42,6.5,64,29,36,23,0,718,1632,0,0,0,30.05,4.1,15,180,10,150
42.7,40.77898,-73.96925,21-12-17 23:59,39,32,36,0.2,45,16,29,29,0,717,1632,0,0,0,30.04,4.1,15,290,10,320
42.7,40.77898,-73.96925,20-12-17 23:59,51,34,42,6,42,21,35,23,0,717,1631,0,0,0,29.76,7.3,28,330,16,310
42.7,40.77898,-73.96925,19-12-17 23:59,55,45,50,13.7,57,36,44,15,0,716,1631,0,0,0,29.68,7.5,30,260,16,250
42.7,40.77898,-73.96925,18-12-17 23:59,47,34,40,3.4,72,32,37,25,0,715,1630,0.02,0,T,29.91,4.8,20,250,13,250
42.7,40.77898,-73.96925,17-12-17 23:59,38,32,35,-1.9,62,23,30,30,0,715,1630,0,0,1,30.1,2.9,12,10,9,350
42.7,40.77898,-73.96925,16-12-17 23:59,39,23,31,-6.2,62,20,28,34,0,714,1630,0,0,2,29.88,6.8,32,240,17,240
42.7,40.77898,-73.96925,15-12-17 23:59,28,20,24,-13.5,66,13,21,41,0,714,1629,0.11,1.2,1,29.82,3.9,19,250,12,270
42.7,40.77898,-73.96925,14-12-17 23:59,32,22,27,-10.9,64,15,23,38,0,713,1629,0.09,1.2,1,29.56,5.9,24,310,16,310
42.7,40.77898,-73.96925,13-12-17 23:59,31,20,26,-12.2,43,6,20,39,0,712,1629,0,T,0,29.43,10.7,40,290,22,290
42.7,40.77898,-73.96925,12-12-17 23:59,50,29,40,1.5,66,31,38,25,0,711,1629,T,T,T,29.41,7.3,33,300,17,280
42.7,40.77898,-73.96925,11-12-17 23:59,41,33,37,-1.9,55,22,32,28,0,711,1628,0,0,2,29.85,5.4,22,260,13,240
42.7,40.77898,-73.96925,10-12-17 23:59,39,29,34,-5.2,64,23,30,31,0,710,1628,0,0,4,29.74,6.5,24,250,15,260
42.7,40.77898,-73.96925,09-12-17 23:59,35,30,32,-7.5,77,25,30,33,0,709,1628,0.46,4.6,0,29.67,4.2,16,40,10,40
42.7,40.77898,-73.96925,08-12-17 23:59,39,34,36,-3.9,47,17,30,29,0,708,1628,0,0,0,29.89,4.9,18,290,12,280
42.7,40.77898,-73.96925,07-12-17 23:59,44,37,40,-0.3,44,20,33,25,0,707,1628,0,0,0,29.85,6.6,31,250,17,290
42.7,40.77898,-73.96925,06-12-17 23:59,59,40,50,9.4,46,25,37,15,0,706,1628,0,0,0,29.79,7.6,27,290,16,260
42.7,40.77898,-73.96925,05-12-17 23:59,61,50,56,15,81,50,53,9,0,705,1628,0.75,0,0,29.91,6.6,22,170,14,170
42.7,40.77898,-73.96925,04-12-17 23:59,51,40,46,4.7,76,39,43,19,0,704,1628,0,0,0,30.23,3.5,16,180,10,150
42.7,40.77898,-73.96925,03-12-17 23:59,48,42,45,3.3,74,37,42,20,0,703,1628,0,0,0,30.07,2.1,9,100,9,100
42.7,40.77898,-73.96925,02-12-17 23:59,48,39,44,1.9,59,30,38,21,0,703,1629,0,0,0,30.12,3.1,15,70,12,80
42.7,40.77898,-73.96925,01-12-17 23:59,52,42,47,4.6,61,34,41,18,0,702,1629,0,0,0,30,5.4,20,20,12,80
42.7,40.77898,-73.96925,30-11-17 23:59,53,38,46,3.2,,33,40,19,0,700,1629,0.03,T,0,30.07,4.4,18,100,14,80
42.7,40.77898,-73.96925,29-11-17 23:59,63,42,52,8.8,51,33,44,13,0,659,1629,0,0,0,29.99,5.4,30,320,15,310
42.7,40.77898,-73.96925,28-11-17 23:59,54,36,45,1.5,62,33,40,20,0,658,1630,0,0,0,30.19,4.5,23,250,13,240
42.7,40.77898,-73.96925,27-11-17 23:59,51,39,45,1.1,46,24,36,20,0,657,1630,0,0,0,29.9,6.5,24,290,14,320
42.7,40.77898,-73.96925,26-11-17 23:59,51,40,46,1.7,50,27,37,19,0,656,1630,0,0,0,29.78,6.8,28,310,17,310
42.7,40.77898,-73.96925,25-11-17 23:59,57,43,50,5.4,50,32,42,15,0,655,1631,0,0,0,29.62,4,25,250,9,250
42.7,40.77898,-73.96925,24-11-17 23:59,50,35,42,-3,46,23,35,23,0,654,1631,0,0,0,29.86,3.8,18,260,9,250
42.7,40.77898,-73.96925,23-11-17 23:59,43,31,37,-8.3,49,19,31,28,0,653,1632,0,0,0,29.91,4.6,22,300,9,320
42.7,40.77898,-73.96925,22-11-17 23:59,56,35,46,0.3,67,37,43,19,0,652,1632,0.21,0,0,29.8,6.8,29,300,17,310
42.7,40.77898,-73.96925,21-11-17 23:59,58,42,50,4,50,32,42,15,0,651,1633,0,0,0,29.93,5.2,23,240,14,220
42.7,40.77898,-73.96925,20-11-17 23:59,47,36,42,-4.4,50,24,35,23,0,650,1634,T,T,0,29.87,6.8,27,260,16,290
42.7,40.77898,-73.96925,19-11-17 23:59,59,38,48,1.3,63,37,44,17,0,648,1634,0.23,0,0,29.3,9.6,39,290,20,290
42.7,40.77898,-73.96925,18-11-17 23:59,56,34,45,-2,64,33,40,20,0,647,1635,0.1,0,0,29.64,3.3,18,170,8,180
42.7,40.77898,-73.96925,17-11-17 23:59,47,37,42,-5.4,43,21,35,23,0,646,1636,0,0,0,29.89,7.8,31,320,12,300
42.7,40.77898,-73.96925,16-11-17 23:59,57,43,50,2.3,70,41,46,15,0,645,1636,0.2,0,0,29.73,6.5,30,280,15,290
42.7,40.77898,-73.96925,15-11-17 23:59,51,37,44,-4,66,33,40,21,0,644,1637,0,0,0,30.08,5.1,17,150,10,130
42.7,40.77898,-73.96925,14-11-17 23:59,48,35,42,-6.3,70,32,38,23,0,643,1638,0,0,0,30.15,4.9,16,50,12,70
42.7,40.77898,-73.96925,13-11-17 23:59,47,39,43,-5.6,71,34,39,22,0,641,1639,0.07,0,0,30.17,3.6,15,50,12,50
42.7,40.77898,-73.96925,12-11-17 23:59,46,32,39,-9.9,52,23,33,26,0,640,1640,0,0,0,30.3,1.7,14,260,10,260
42.7,40.77898,-73.96925,11-11-17 23:59,38,24,31,-18.2,43,10,25,34,0,639,1641,0,0,0,30.37,4.7,20,320,13,50
42.7,40.77898,-73.96925,10-11-17 23:59,51,25,38,-11.5,47,17,30,27,0,638,1641,0.01,0,0,30.04,9.3,33,290,18,310
42.7,40.77898,-73.96925,09-11-17 23:59,55,39,47,-2.8,71,39,44,18,0,637,1642,T,0,0,30.01,3.3,18,260,10,280
42.7,40.77898,-73.96925,08-11-17 23:59,49,39,44,-6.1,74,36,40,21,0,636,1643,0,0,0,30.08,5.3,21,50,14,50
42.7,40.77898,-73.96925,07-11-17 23:59,49,40,44,-6.4,73,35,40,21,0,634,1644,0.7,0,0,30.03,6.4,22,40,13,50
42.7,40.77898,-73.96925,06-11-17 23:59,66,46,56,5.3,81,54,57,9,0,633,1646,0.01,0,0,29.82,5,21,310,13,310
42.7,40.77898,-73.96925,05-11-17 23:59,61,51,56,5,89,53,55,9,0,632,1647,0.02,0,0,30.02,4.2,17,100,12,120
42.7,40.77898,-73.96925,04-11-17 23:59,56,46,51,-0.3,59,37,45,14,0,631,1648,0,0,0,30.15,5.8,18,70,13,50
42.7,40.77898,-73.96925,03-11-17 23:59,74,51,62,10.5,67,53,58,3,0,630,1649,0,0,0,29.94,5.6,22,300,15,310
42.7,40.77898,-73.96925,02-11-17 23:59,72,58,65,13.2,79,58,61,0,0,628,1650,0,0,0,30.08,2.5,17,200,9,160
42.7,40.77898,-73.96925,01-11-17 23:59,59,43,51,-1.1,59,38,45,14,0,627,1651,0,0,0,30.15,2.5,16,130,10,140
42.7,40.77898,-73.96925,31-10-17 23:59,57,45,51,-1.4,,32,43,14,0,626,1652,0,0,0,29.87,5.8,25,260,17,260
42.7,40.77898,-73.96925,30-10-17 23:59,61,46,54,1.4,62,40,47,11,0,625,1654,0.25,0,0,29.27,8.8,35,270,20,280
42.7,40.77898,-73.96925,29-10-17 23:59,67,60,64,11.1,95,61,62,1,0,624,1655,3.03,0,0,29.36,6.6,36,260,18,260
42.7,40.77898,-73.96925,28-10-17 23:59,69,55,62,8.8,68,51,56,3,0,623,1656,0,0,0,29.83,4.8,22,210,12,180
42.7,40.77898,-73.96925,27-10-17 23:59,62,47,54,0.5,55,39,47,11,0,621,1657,0,0,0,29.92,3.8,17,210,10,260
