ELEVATION,LATITUDE,LONGITUDE,DATE,DAILYMaximumDryBulbTemp,DAILYMinimumDryBulbTemp,DAILYAverageDryBulbTemp,DAILYDeptFromNormalAverageTemp,DAILYAverageRelativeHumidity,DAILYAverageDewPointTemp,DAILYAverageWetBulbTemp,DAILYHeatingDegreeDays,DAILYCoolingDegreeDays,DAILYSunrise,DAILYSunset,DAILYPrecip,DAILYSnowfall,DAILYSnowDepth,DAILYAverageStationPressure,DAILYAverageWindSpeed,DAILYPeakWindSpeed,PeakWindDirection,DAILYSustainedWindSpeed,DAILYSustainedWindDirection
42.7,40.77898,-73.96925,29-06-12 23:59,93,68,80,5.1,59,67,72,0,15,428,1931,0.21,0,0,29.53,3.7,17,260,12,250
42.7,40.77898,-73.96925,28-06-12 23:59,88,68,78,3.2,44,55,65,0,13,428,1931,0,0,0,29.65,5.4,21,250,12,270
42.7,40.77898,-73.96925,27-06-12 23:59,81,62,72,-2.5,43,48,59,0,7,427,1931,0,0,0,29.62,6.7,25,290,15,280
42.7,40.77898,-73.96925,26-06-12 23:59,72,58,65,-9.3,53,48,56,0,0,427,1931,0,0,0,29.57,6.3,28,280,16,300
42.7,40.77898,-73.96925,25-06-12 23:59,74,62,68,-6.1,85,62,64,0,3,426,1931,0.15,0,0,29.61,3.5,23,290,10,60
42.7,40.77898,-73.96925,24-06-12 23:59,84,66,75,1.1,58,57,64,0,10,426,1931,0.06,0,0,29.82,2.9,16,180,9,50
42.7,40.77898,-73.96925,23-06-12 23:59,84,69,76,2.4,59,59,66,0,11,426,1931,T,0,0,29.73,4.1,20,260,12,280
42.7,40.77898,-73.96925,22-06-12 23:59,90,70,80,6.6,74,69,72,0,15,425,1931,0.35,0,0,29.66,2.7,22,310,14,340
42.7,40.77898,-73.96925,21-06-12 23:59,94,79,86,12.9,51,66,73,0,21,425,1931,0,0,0,29.73,4.7,23,280,13,290
42.7,40.77898,-73.96925,20-06-12 23:59,94,70,82,9.1,63,68,73,0,17,425,1931,0,0,0,29.87,3.5,16,290,12,280
42.7,40.77898,-73.96925,19-06-12 23:59,77,63,70,-2.6,77,61,64,0,5,425,1931,0,0,0,29.99,2.6,14,210,9,250
42.7,40.77898,-73.96925,18-06-12 23:59,72,57,64,-8.3,70,53,58,1,0,424,1930,0,0,0,29.99,3.2,16,170,9,170
42.7,40.77898,-73.96925,17-06-12 23:59,73,58,66,-6.1,73,55,59,0,1,424,1930,0,0,0,30.04,4.4,17,160,9,150
42.7,40.77898,-73.96925,16-06-12 23:59,80,60,70,-1.8,61,53,60,0,5,424,1930,0,0,0,30.14,4.4,18,150,12,160
42.7,40.77898,-73.96925,15-06-12 23:59,80,60,70,-1.5,58,53,60,0,5,424,1930,0,0,0,30.13,4,19,140,10,60
42.7,40.77898,-73.96925,14-06-12 23:59,77,62,70,-1.2,73,59,63,0,5,424,1929,0,0,0,30.03,6.1,23,70,15,70
42.7,40.77898,-73.96925,13-06-12 23:59,69,64,66,-4.9,90,63,64,0,1,424,1929,0.32,0,0,29.81,5.6,25,30,14,30
42.7,40.77898,-73.96925,12-06-12 23:59,72,65,68,-2.6,90,64,65,0,3,424,1928,1.02,0,0,29.87,5.6,19,170,13,160
42.7,40.77898,-73.96925,11-06-12 23:59,77,64,70,-0.3,68,58,62,0,5,424,1928,0,0,0,30.07,5.4,23,180,14,140
42.7,40.77898,-73.96925,10-06-12 23:59,84,66,75,5,70,62,66,0,10,424,1928,T,0,0,29.94,1.6,17,160,10,170
42.7,40.77898,-73.96925,09-06-12 23:59,78,64,71,1.3,56,55,62,0,6,424,1927,T,0,0,29.76,2.8,16,330,9,300
42.7,40.77898,-73.96925,08-06-12 23:59,81,60,70,0.7,53,53,61,0,5,424,1927,0,0,0,29.75,3.2,20,300,12,280
42.7,40.77898,-73.96925,07-06-12 23:59,78,58,68,-1,67,54,60,0,3,424,1926,0.01,0,0,29.81,2.9,17,210,9,50
42.7,40.77898,-73.96925,06-06-12 23:59,72,54,63,-5.7,70,52,57,2,0,425,1925,0.01,0,0,29.82,2.2,17,250,9,230
42.7,40.77898,-73.96925,05-06-12 23:59,64,51,58,-10.4,71,48,53,7,0,425,1925,0.01,0,0,29.73,3.7,19,350,12,350
42.7,40.77898,-73.96925,04-06-12 23:59,63,54,58,-10.1,76,51,54,7,0,425,1924,0.18,0,0,29.52,7.6,23,50,16,60
42.7,40.77898,-73.96925,03-06-12 23:59,76,58,67,-0.8,62,51,57,0,2,425,1924,0.01,0,0,29.57,5.3,32,280,17,290
42.7,40.77898,-73.96925,02-06-12 23:59,75,61,68,0.6,69,56,61,0,3,426,1923,0.39,0,0,29.56,5.2,22,140,13,280
42.7,40.77898,-73.96925,01-06-12 23:59,74,62,68,0.9,69,54,59,0,3,426,1922,0.25,0,0,29.82,8,24,110,15,130
42.7,40.77898,-73.96925,31-05-12 23:59,79,66,72,5.2,,53,61,0,7,426,1922,0,0,0,29.65,4.8,18,290,12,360
42.7,40.77898,-73.96925,30-05-12 23:59,76,68,72,5.5,78,65,67,0,7,427,1921,0.01,0,0,29.6,3.1,13,240,9,250
42.7,40.77898,-73.96925,29-05-12 23:59,89,68,78,11.8,72,70,73,0,13,427,1920,0.21,0,0,29.65,4.5,25,250,12,360
42.7,40.77898,-73.96925,28-05-12 23:59,89,71,80,14.1,72,68,71,0,15,428,1919,0,0,0,29.8,2.7,19,250,12,240
42.7,40.77898,-73.96925,27-05-12 23:59,81,64,72,6.4,76,65,68,0,7,428,1919,0.06,0,0,29.96,1.6,,,7,99
42.7,40.77898,-73.96925,26-05-12 23:59,84,67,76,10.7,85,69,71,0,11,429,1918,0.02,0,0,29.97,2.7,19,10,10,50
42.7,40.77898,-73.96925,25-05-12 23:59,75,60,68,3,93,64,64,0,3,429,1917,T,0,0,30.03,3.6,15,160,9,60
42.7,40.77898,-73.96925,24-05-12 23:59,66,62,64,-0.7,97,63,63,1,0,430,1916,0.95,0,0,30.01,4.1,,,7,60
42.7,40.77898,-73.96925,23-05-12 23:59,75,64,70,5.6,87,63,65,0,5,431,1915,0.03,0,0,29.79,2.8,19,170,12,160
42.7,40.77898,-73.96925,22-05-12 23:59,70,60,65,0.9,90,62,63,0,0,431,1914,0.23,0,0,29.74,4.6,18,60,13,50
42.7,40.77898,-73.96925,21-05-12 23:59,62,57,60,-3.8,96,58,59,5,0,432,1914,1.4,0,0,29.97,7.2,22,70,17,70
42.7,40.77898,-73.96925,20-05-12 23:59,78,57,68,4.5,45,43,55,0,3,433,1913,0,0,0,30.07,6.1,21,50,15,60
42.7,40.77898,-73.96925,19-05-12 23:59,80,53,66,2.8,48,44,54,0,1,434,1912,0,0,0,30.01,3.1,17,100,10,50
42.7,40.77898,-73.96925,18-05-12 23:59,72,54,63,0.1,49,42,51,2,0,434,1911,0,0,0,30.05,4.3,17,150,12,150
42.7,40.77898,-73.96925,17-05-12 23:59,72,53,62,-0.6,47,42,52,3,0,435,1910,0,0,0,29.93,4.2,25,360,15,350
42.7,40.77898,-73.96925,16-05-12 23:59,78,61,70,7.6,81,62,65,0,5,436,1909,0.09,0,0,29.75,2.1,17,360,9,350
42.7,40.77898,-73.96925,15-05-12 23:59,65,61,63,0.9,94,60,61,2,0,437,1908,0.54,0,0,29.86,3.3,20,180,10,170
42.7,40.77898,-73.96925,14-05-12 23:59,70,63,66,4.2,77,58,62,0,1,438,1907,T,0,0,29.98,4,22,250,14,250
42.7,40.77898,-73.96925,13-05-12 23:59,81,63,72,10.5,49,50,59,0,7,439,1906,0,0,0,29.99,4.4,19,240,12,230
42.7,40.77898,-73.96925,12-05-12 23:59,78,53,66,4.8,38,39,53,0,1,440,1905,0,0,0,30.03,4.1,20,240,12,250
42.7,40.77898,-73.96925,11-05-12 23:59,68,49,58,-3,39,33,47,7,0,441,1904,0,0,0,29.84,5.5,30,280,16,270
42.7,40.77898,-73.96925,10-05-12 23:59,64,52,58,-2.7,63,44,51,7,0,442,1903,0.19,0,0,29.46,5.8,30,320,13,310
42.7,40.77898,-73.96925,09-05-12 23:59,69,57,63,2.6,94,62,62,2,0,443,1902,0.33,0,0,29.55,3,17,230,10,290
42.7,40.77898,-73.96925,08-05-12 23:59,66,55,60,-0.1,80,53,55,5,0,444,1901,0.04,0,0,29.79,5,27,180,15,180
42.7,40.77898,-73.96925,07-05-12 23:59,65,52,58,-1.8,62,44,51,7,0,445,1900,0.01,0,0,29.97,3.6,23,180,10,190
42.7,40.77898,-73.96925,06-05-12 23:59,65,53,59,-0.6,71,48,53,6,0,446,1859,0,0,0,29.94,3.5,17,150,10,160
42.7,40.77898,-73.96925,05-05-12 23:59,63,56,60,0.7,88,55,56,5,0,447,1858,0,0,0,29.83,3.1,13,80,9,70
42.7,40.77898,-73.96925,04-05-12 23:59,73,54,64,5,87,58,59,1,0,449,1857,0.1,0,0,29.84,2.1,16,260,10,350
42.7,40.77898,-73.96925,03-05-12 23:59,58,50,54,-4.7,94,52,53,11,0,450,1856,0.47,0,0,29.99,2.4,14,170,8,150
42.7,40.77898,-73.96925,02-05-12 23:59,53,50,52,-6.4,90,49,50,13,0,451,1855,0.08,0,0,30.01,5.7,18,40,13,80
42.7,40.77898,-73.96925,01-05-12 23:59,68,51,60,1.9,83,52,55,5,0,452,1854,0.62,0,0,29.89,4,22,180,13,170
42.7,40.77898,-73.96925,30-04-12 23:59,62,43,52,-5.8,,28,42,13,0,453,1853,0,0,0,30.14,4.1,23,170,13,170
42.7,40.77898,-73.96925,29-04-12 23:59,63,44,54,-3.5,30,21,40,11,0,455,1852,0,0,0,29.98,5.6,27,280,16,280
42.7,40.77898,-73.96925,28-04-12 23:59,60,38,49,-8.2,42,26,40,16,0,456,1851,0,0,0,30.01,6,20,230,13,260
42.7,40.77898,-73.96925,27-04-12 23:59,56,41,48,-8.9,51,30,40,17,0,457,1850,0.04,0,0,29.7,9.3,32,270,18,300
42.7,40.77898,-73.96925,26-04-12 23:59,61,45,53,-3.6,84,47,50,12,0,459,1849,0.03,0,0,29.58,5.8,20,170,10,150
42.7,40.77898,-73.96925,25-04-12 23:59,62,43,52,-4.3,46,32,44,13,0,500,1848,T,0,0,29.64,2.2,22,320,12,300
42.7,40.77898,-73.96925,24-04-12 23:59,59,41,50,-6,50,31,42,15,0,501,1847,0,0,0,29.39,6.2,27,220,17,240
42.7,40.77898,-73.96925,23-04-12 23:59,54,42,48,-7.6,85,45,47,17,0,503,1846,0.22,0,0,29.12,6.8,28,50,16,240
42.7,40.77898,-73.96925,22-04-12 23:59,54,46,50,-5.3,90,46,48,15,0,504,1845,2.45,0,0,29.49,8.7,34,40,23,50
42.7,40.77898,-73.96925,21-04-12 23:59,71,54,62,7,80,56,58,3,0,506,1844,0.22,0,0,29.62,5,35,280,22,280
42.7,40.77898,-73.96925,20-04-12 23:59,71,54,62,7.3,64,48,54,3,0,507,1842,0,0,0,29.81,4.9,22,170,14,160
42.7,40.77898,-73.96925,19-04-12 23:59,70,47,58,3.7,66,45,51,7,0,508,1841,0.04,0,0,29.93,2.1,19,160,13,160
42.7,40.77898,-73.96925,18-04-12 23:59,62,49,56,2,48,35,46,9,0,510,1840,0.01,0,0,30.04,4.9,19,350,13,20
42.7,40.77898,-73.96925,17-04-12 23:59,78,61,70,16.4,33,39,55,0,5,511,1839,0,0,0,29.93,5.5,23,300,14,290
42.7,40.77898,-73.96925,16-04-12 23:59,88,65,76,22.7,53,56,63,0,11,513,1838,0,0,0,29.82,5.6,29,150,15,150
42.7,40.77898,-73.96925,15-04-12 23:59,77,58,68,15.1,55,52,59,0,3,514,1837,T,0,0,29.86,3.5,23,260,15,270
42.7,40.77898,-73.96925,14-04-12 23:59,72,50,61,8.4,32,31,48,4,0,516,1836,T,0,0,29.97,3.3,,,8,230
42.7,40.77898,-73.96925,13-04-12 23:59,65,43,54,1.8,37,28,43,11,0,518,1835,0,0,0,30.01,3.3,16,280,12,270
42.7,40.77898,-73.96925,12-04-12 23:59,61,43,52,0.1,49,32,43,13,0,519,1834,0,0,0,29.86,5,22,320,13,330
42.7,40.77898,-73.96925,11-04-12 23:59,53,43,48,-3.5,52,30,40,17,0,521,1833,T,0,0,29.69,5,21,350,12,350
42.7,40.77898,-73.96925,10-04-12 23:59,60,45,52,0.9,44,30,43,13,0,522,1832,T,0,0,29.56,5.6,25,250,16,270
42.7,40.77898,-73.96925,09-04-12 23:59,64,49,56,5.2,27,22,42,9,0,524,1831,0,0,0,29.53,11,41,280,23,270
42.7,40.77898,-73.96925,08-04-12 23:59,67,44,56,5.6,27,21,42,9,0,525,1830,0,0,0,29.65,7.8,33,280,17,290
42.7,40.77898,-73.96925,07-04-12 23:59,61,40,50,0,27,17,38,15,0,527,1829,0,0,0,29.88,5.6,28,360,16,360
42.7,40.77898,-73.96925,06-04-12 23:59,59,38,48,-1.7,37,21,37,17,0,529,1828,0,0,0,29.82,6.8,23,330,15,340
42.7,40.77898,-73.96925,05-04-12 23:59,58,42,50,0.7,41,25,39,15,0,530,1827,0,0,0,29.69,5.2,23,10,15,30
42.7,40.77898,-73.96925,04-04-12 23:59,68,47,58,9.1,25,22,43,7,0,532,1826,0,0,0,29.5,5.9,27,360,17,340
42.7,40.77898,-73.96925,03-04-12 23:59,64,40,52,3.4,25,16,39,13,0,533,1825,0,0,0,29.7,5.8,26,290,15,300
42.7,40.77898,-73.96925,02-04-12 23:59,57,40,48,-0.2,48,27,40,17,0,535,1824,0.04,0,0,29.58,7.9,31,310,17,300
42.7,40.77898,-73.96925,01-04-12 23:59,52,42,47,-0.8,77,39,43,18,0,537,1823,0.51,0,0,29.6,2.5,15,240,12,250
42.7,40.77898,-73.96925,31-03-12 23:59,43,38,40,-7.5,,37,39,25,0,538,1821,0.26,0,0,29.75,7,26,60,20,50
42.7,40.77898,-73.96925,30-03-12 23:59,57,40,48,0.9,45,25,38,17,0,540,1820,0.11,0,0,29.87,4.4,23,170,14,160
42.7,40.77898,-73.96925,29-03-12 23:59,61,43,52,5.3,51,33,43,13,0,542,1819,0,0,0,29.66,8.9,31,300,18,290
42.7,40.77898,-73.96925,28-03-12 23:59,67,44,56,9.6,48,35,46,9,0,543,1818,0.02,0,0,29.62,5.7,26,240,17,240
42.7,40.77898,-73.96925,27-03-12 23:59,51,30,40,-6,19,1,30,25,0,545,1817,0,0,0,30.06,5.4,24,290,14,350
42.7,40.77898,-73.96925,26-03-12 23:59,54,34,44,-1.6,41,22,38,21,0,547,1816,0,0,0,29.68,7.7,43,300,23,300
42.7,40.77898,-73.96925,25-03-12 23:59,52,45,48,2.7,73,40,45,17,0,548,1815,0.06,0,0,29.7,6.9,23,60,16,60
42.7,40.77898,-73.96925,24-03-12 23:59,65,47,56,11.1,37,30,46,9,0,550,1814,0.01,0,0,29.9,7.7,24,80,15,60
42.7,40.77898,-73.96925,23-03-12 23:59,76,58,67,22.4,57,50,57,0,2,551,1813,0,0,0,29.92,4.3,21,50,14,160
42.7,40.77898,-73.96925,22-03-12 23:59,78,56,67,22.8,77,57,60,0,2,553,1812,0,0,0,30.06,3.3,19,170,12,170
42.7,40.77898,-73.96925,21-03-12 23:59,67,57,62,18.1,89,57,58,3,0,555,1811,0,0,0,30.17,3.9,14,150,10,150
42.7,40.77898,-73.96925,20-03-12 23:59,73,55,64,20.4,81,56,59,1,0,556,1810,0,0,0,30.15,2.9,15,150,10,160
42.7,40.77898,-73.96925,19-03-12 23:59,74,55,64,20.8,66,51,56,1,0,558,1809,0,0,0,30.05,4.1,17,150,12,160
42.7,40.77898,-73.96925,18-03-12 23:59,64,46,55,12.1,79,46,49,10,0,600,1808,0,0,0,30.16,2.8,17,240,12,230
42.7,40.77898,-73.96925,17-03-12 23:59,62,45,54,11.4,77,45,48,11,0,601,1807,0,0,0,30.17,4.8,18,160,12,160
42.7,40.77898,-73.96925,16-03-12 23:59,51,43,47,4.7,89,43,45,18,0,603,1806,0.03,0,0,30.05,3.4,14,70,10,100
42.7,40.77898,-73.96925,15-03-12 23:59,52,43,48,6,81,40,44,17,0,605,1805,0,0,0,30.14,6.7,17,90,13,50
42.7,40.77898,-73.96925,14-03-12 23:59,70,50,60,18.4,31,29,48,5,0,606,1803,0,0,0,29.96,4.4,22,280,17,60
42.7,40.77898,-73.96925,13-03-12 23:59,74,54,64,22.7,66,52,57,1,0,608,1802,0.04,0,0,29.86,5.8,20,220,14,220
42.7,40.77898,-73.96925,12-03-12 23:59,71,47,59,18,44,35,47,6,0,610,1801,0,0,0,30.11,4.3,22,260,13,250
42.7,40.77898,-73.96925,11-03-12 23:59,61,36,48,7.3,38,23,38,17,0,611,1800,0,0,0,30.3,7.5,24,250,18,240
42.7,40.77898,-73.96925,10-03-12 23:59,43,29,36,-4.5,35,11,28,29,0,613,1759,0,0,0,30.27,6.7,32,280,17,280
42.7,40.77898,-73.96925,09-03-12 23:59,64,37,50,9.8,48,25,37,15,0,615,1758,0.02,0,0,29.95,8.7,31,300,18,280
42.7,40.77898,-73.96925,08-03-12 23:59,71,53,62,22.1,60,47,54,3,0,616,1757,0,0,0,30,6.8,31,220,17,210
42.7,40.77898,-73.96925,07-03-12 23:59,62,37,50,10.4,51,31,42,15,0,618,1756,0,0,0,30.33,8.3,24,210,16,230
42.7,40.77898,-73.96925,06-03-12 23:59,44,25,34,-5.4,42,13,28,31,0,619,1755,0,0,0,30.38,7.1,23,220,14,220
42.7,40.77898,-73.96925,05-03-12 23:59,44,28,36,-3.1,37,11,28,29,0,621,1754,0,0,0,29.82,8.5,24,290,17,290
42.7,40.77898,-73.96925,04-03-12 23:59,45,36,40,1.2,44,20,33,25,0,623,1753,0,0,0,29.52,6.9,29,280,16,260
42.7,40.77898,-73.96925,03-03-12 23:59,56,42,49,10.4,67,36,43,16,0,624,1751,0.12,0,0,29.43,4,28,280,16,280
42.7,40.77898,-73.96925,02-03-12 23:59,42,33,38,-0.3,79,31,35,27,0,626,1750,0.16,0,0,29.87,8,25,140,18,130
42.7,40.77898,-73.96925,01-03-12 23:59,41,37,39,0.9,90,36,38,26,0,627,1749,0.13,0,0,29.62,2.1,15,30,10,70
42.7,40.77898,-73.96925,29-02-12 23:59,42,38,40,,,32,37,25,0,629,1748,0.37,0,0,29.9,3.9,21,110,15,130
42.7,40.77898,-73.96925,28-02-12 23:59,50,40,45,7.1,41,21,35,20,0,630,1747,0,0,0,30.19,5.5,35,310,21,290
42.7,40.77898,-73.96925,27-02-12 23:59,59,36,48,10.4,51,29,39,17,0,632,1746,0,0,0,30.1,3.2,22,220,14,220
42.7,40.77898,-73.96925,26-02-12 23:59,45,29,37,-0.4,38,12,29,28,0,633,1745,0,0,0,29.99,8.7,23,270,13,290
42.7,40.77898,-73.96925,25-02-12 23:59,45,33,39,1.8,45,20,33,26,0,635,1743,0,T,0,29.49,15,41,280,22,260
42.7,40.77898,-73.96925,24-02-12 23:59,46,36,41,4,88,36,39,24,0,636,1742,0.6,T,0,29.41,8,32,310,21,270
42.7,40.77898,-73.96925,23-02-12 23:59,58,46,52,15.3,49,32,43,13,0,638,1741,0,0,0,29.41,8.1,30,270,21,260
42.7,40.77898,-73.96925,22-02-12 23:59,57,43,50,13.5,58,34,43,15,0,639,1740,0,0,0,29.54,6.4,24,240,16,270
42.7,40.77898,-73.96925,21-02-12 23:59,46,32,39,2.7,57,,,26,0,641,1739,0,0,0,,7.4,27,160,16,170
42.7,40.77898,-73.96925,20-02-12 23:59,46,31,38,1.9,43,,,27,0,642,1738,0,0,0,,7.4,25,30,17,20
42.7,40.77898,-73.96925,19-02-12 23:59,44,35,40,4.1,51,22,33,25,0,644,1736,0,0,0,29.88,7,23,20,18,40
42.7,40.77898,-73.96925,18-02-12 23:59,48,35,42,6.3,51,23,34,23,0,645,1735,0.02,0,0,29.86,6.5,22,270,16,220
42.7,40.77898,-73.96925,17-02-12 23:59,50,41,46,10.4,60,31,40,19,0,646,1734,0.03,0,0,29.84,6.7,26,300,16,290
42.7,40.77898,-73.96925,16-02-12 23:59,44,36,40,4.6,80,34,38,25,0,648,1733,0.19,0,0,30.02,4.4,18,170,12,150
42.7,40.77898,-73.96925,15-02-12 23:59,46,39,42,6.8,78,,,23,0,649,1732,0.01,0,0,,3.5,14,270,10,290
42.7,40.77898,-73.96925,14-02-12 23:59,47,36,42,7,46,20,34,23,0,650,1730,0.02,0,0,29.91,4.2,25,220,20,220
42.7,40.77898,-73.96925,13-02-12 23:59,44,28,36,1.1,45,16,29,29,0,652,1729,0,0,0,29.83,8,28,270,18,270
42.7,40.77898,-73.96925,12-02-12 23:59,32,20,26,-8.7,47,,,39,0,653,1728,0.01,0.2,0,29.68,9.9,32,330,23,260
42.7,40.77898,-73.96925,11-02-12 23:59,38,32,35,0.5,75,27,32,30,0,654,1727,0.08,T,T,29.59,5.9,22,320,15,330
42.7,40.77898,-73.96925,10-02-12 23:59,45,34,40,5.6,53,23,33,25,0,655,1726,0,0,0,29.91,6.1,20,220,15,230
42.7,40.77898,-73.96925,09-02-12 23:59,46,31,38,3.8,55,21,32,27,0,657,1724,0,T,0,29.96,6.7,20,300,15,290
42.7,40.77898,-73.96925,08-02-12 23:59,38,31,34,-0.1,58,,,31,0,658,1723,0.01,T,0,30.01,4.3,15,60,13,60
42.7,40.77898,-73.96925,07-02-12 23:59,49,38,44,10.1,51,26,36,21,0,659,1722,0,0,0,29.94,6.3,22,290,16,280
42.7,40.77898,-73.96925,06-02-12 23:59,51,33,42,8.2,48,23,34,23,0,700,1721,0,0,0,29.91,8,22,230,16,230
42.7,40.77898,-73.96925,05-02-12 23:59,40,32,36,2.3,50,,,29,0,701,1719,0,0,0,,6,17,30,10,290
42.7,40.77898,-73.96925,04-02-12 23:59,46,35,40,6.5,47,22,34,25,0,702,1718,0,0,0,30.07,5.1,20,60,15,40
42.7,40.77898,-73.96925,03-02-12 23:59,44,30,37,3.6,45,18,30,28,0,703,1717,0,0,0,30.22,6.8,23,290,16,290
42.7,40.77898,-73.96925,02-02-12 23:59,50,35,42,8.7,59,,,23,0,704,1716,0,0,0,,6.9,26,290,16,290
42.7,40.77898,-73.96925,01-02-12 23:59,62,48,55,21.8,51,37,47,10,0,705,1714,0.03,0,0,29.8,8.1,28,280,20,270
42.7,40.77898,-73.96925,31-01-12 23:59,59,38,48,14.9,,,,17,0,706,1713,0,0,0,29.82,,18,220,13,220
42.7,40.77898,-73.96925,30-01-12 23:59,40,34,37,4,,,,28,0,707,1712,0,0,0,,,,,,
42.7,40.77898,-73.96925,29-01-12 23:59,44,34,39,6.1,,,,26,0,708,1711,0,0,0,,,,,,
42.7,40.77898,-73.96925,28-01-12 23:59,46,38,42,9.2,53,,,23,0,709,1710,0,0,0,,,26,290,17,290
42.7,40.77898,-73.96925,27-01-12 23:59,59,40,50,17.3,81,44,47,15,0,710,1708,0.47,0,0,29.43,8.4,36,300,25,280
42.7,40.77898,-73.96925,26-01-12 23:59,40,33,36,3.4,81,31,35,29,0,711,1707,0.18,T,0,29.99,3.9,17,110,13,90
42.7,40.77898,-73.96925,25-01-12 23:59,44,36,40,7.5,56,,,25,0,712,1706,0,0,0,,6.6,25,320,16,290
42.7,40.77898,-73.96925,24-01-12 23:59,53,42,48,15.5,69,38,43,17,0,712,1705,0,0,0,29.85,8.2,22,220,14,250
42.7,40.77898,-73.96925,23-01-12 23:59,53,34,44,11.6,94,40,42,21,0,713,1703,0.37,T,2,29.97,7.3,28,250,17,160
42.7,40.77898,-73.96925,22-01-12 23:59,34,18,26,-6.4,74,19,25,39,0,714,1702,0,0,3,30.33,8.4,22,30,16,30
42.7,40.77898,-73.96925,21-01-12 23:59,29,22,26,-6.3,80,,,39,0,715,1701,0.39,4.3,1,,9.7,24,60,17,40
42.7,40.77898,-73.96925,20-01-12 23:59,36,24,30,-2.3,45,10,24,35,0,715,1700,0,0,0,30.01,7.2,24,280,18,290
42.7,40.77898,-73.96925,19-01-12 23:59,37,20,28,-4.3,56,14,24,37,0,716,1659,0,0,0,29.97,6.6,24,220,16,250
42.7,40.77898,-73.96925,18-01-12 23:59,54,24,39,6.7,45,,,26,0,716,1657,0,0,0,,10.4,35,280,22,270
42.7,40.77898,-73.96925,17-01-12 23:59,53,36,44,11.8,86,,,21,0,717,1656,0.19,T,0,,8,26,190,17,210
42.7,40.77898,-73.96925,16-01-12 23:59,37,15,26,-6.2,54,11,22,39,0,717,1655,0.04,T,0,30.3,4.7,26,220,17,220
42.7,40.77898,-73.96925,15-01-12 23:59,27,15,21,-11.3,41,,,44,0,718,1654,0,0,0,,8.8,25,280,17,280
42.7,40.77898,-73.96925,14-01-12 23:59,32,27,30,-2.3,54,15,25,35,0,718,1653,T,T,0,29.8,8.7,25,270,17,270
42.7,40.77898,-73.96925,13-01-12 23:59,50,28,39,6.7,69,26,33,26,0,719,1652,0.09,T,0,29.32,11.3,36,240,25,230
42.7,40.77898,-73.96925,12-01-12 23:59,45,41,43,10.7,94,41,42,22,0,719,1651,1.38,0,0,29.39,9.2,40,70,30,50
42.7,40.77898,-73.96925,11-01-12 23:59,48,37,42,9.6,61,29,37,23,0,719,1650,0.07,0,0,29.87,5.7,20,70,14,70
42.7,40.77898,-73.96925,10-01-12 23:59,47,33,40,7.6,56,25,35,25,0,720,1649,0,0,0,29.79,7.3,18,270,14,270
42.7,40.77898,-73.96925,09-01-12 23:59,41,31,36,3.5,52,19,30,29,0,720,1647,0,0,0,30.06,3.6,20,230,14,240
42.7,40.77898,-73.96925,08-01-12 23:59,46,33,40,7.4,48,22,34,25,0,720,1646,0,0,0,30.04,7.8,24,300,16,290
42.7,40.77898,-73.96925,07-01-12 23:59,62,46,54,21.3,44,31,43,11,0,720,1645,0,0,0,29.66,6.9,23,280,15,250
42.7,40.77898,-73.96925,06-01-12 23:59,53,35,44,11.2,51,27,38,21,0,720,1644,0,0,0,29.69,6.9,22,230,14,230
42.7,40.77898,-73.96925,05-01-12 23:59,40,27,34,1.1,52,18,28,31,0,720,1644,0,0,0,29.77,6.2,22,320,16,300
42.7,40.77898,-73.96925,04-01-12 23:59,27,13,20,-13,49,4,16,45,0,720,1643,0,0,0,29.96,7.7,22,310,16,290
42.7,40.77898,-73.96925,03-01-12 23:59,33,15,24,-9.1,48,8,20,41,0,720,1642,0,0,0,29.8,10.6,30,280,20,290
42.7,40.77898,-73.96925,02-01-12 23:59,50,33,42,8.7,47,20,32,23,0,720,1641,0,0,0,29.61,10.3,32,270,25,270
42.7,40.77898,-73.96925,01-01-12 23:59,52,41,46,12.6,74,40,44,19,0,720,1640,0.05,0,0,29.79,6,22,150,15,150
42.7,40.77898,-73.96925,31-12-11 23:59,54,46,50,16.4,,41,46,15,0,720,1639,0.01,0,0,29.74,5.3,17,260,13,260
42.7,40.77898,-73.96925,30-12-11 23:59,51,37,44,10.3,,,,21,0,720,1638,0,0,0,29.85,3.3,14,170,10,150
42.7,40.77898,-73.96925,29-12-11 23:59,38,24,31,-2.9,,,,34,0,720,1637,0,0,0,,7,23,270,16,270
42.7,40.77898,-73.96925,28-12-11 23:59,50,31,40,5.9,,,,25,0,720,1636,0,0,0,29.44,11.6,35,260,22,290
42.7,40.77898,-73.96925,27-12-11 23:59,57,38,48,13.7,,,,17,0,719,1636,1.02,0,0,29.75,8,37,120,21,150
42.7,40.77898,-73.96925,26-12-11 23:59,45,38,42,7.5,,,,23,0,719,1635,0,0,0,29.99,9,28,300,18,290
42.7,40.77898,-73.96925,25-12-11 23:59,46,31,38,3.2,,,,27,0,719,1634,0,0,0,30.03,5.9,22,210,16,230
42.7,40.77898,-73.96925,24-12-11 23:59,36,29,32,-3,,,,33,0,718,1634,0,0,0,30.23,5.3,20,300,15,290
42.7,40.77898,-73.96925,23-12-11 23:59,49,35,42,6.8,,,,23,0,718,1633,0.75,0,0,29.81,6.6,23,300,16,290
